mix_scale,jitter_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
1e-06,0.0005,2,0.7614128370679832,0.7061700749587253,0.7074178087750713,562.1241929358147,0.2747367320698686,2.082699498840073,0.029828991301032972,1.7500000000000002e-06,0.001,0.0010000015312488276,29.828945625494953,0.0335244836527274
1e-06,0.0005,3,0.7484802431610942,0.692587918865586,0.74815614799383,562.3373860182371,0.19937789530376904,1.7902142820867573,0.029745090362583514,1.7500000000000002e-06,0.001,0.0010000015312488276,29.74504481551851,0.033619044993950804
1e-06,0.0005,4,0.7522536057692307,0.6956643971494796,0.7313302461059796,555.9278846153846,0.35000050664530136,2.39410104500267,0.03176136714402207,1.7500000000000002e-06,0.001,0.0010000015312488276,31.761318509540338,0.03148483900942664
1e-06,0.0005,5,0.7663494940341338,0.7125685288684176,0.693286280702226,558.861350249207,0.21710859501035884,1.8552617172354702,0.032828709637726466,1.7500000000000002e-06,0.001,0.0010000015312488276,32.828659368880295,0.03046118907152033
1e-06,0.0005,6,0.764271015928664,0.7107499222341553,0.692267599480923,564.0058684551483,0.22536674173898064,1.872073902017867,0.029615262680299445,1.7500000000000002e-06,0.001,0.0010000015312488276,29.615217332032625,0.03376642449685394
1e-06,0.0005,7,0.7623919963619827,0.7150033087539043,0.6762036641434116,560.8908594815825,0.23778379100258462,1.9267431011696923,0.03271447175074544,1.7500000000000002e-06,0.001,0.0010000015312488276,32.71442165682563,0.030567558567594518
1e-06,0.0005,8,0.7621418722230734,0.7080988512541067,0.7081477157070173,566.8955109544967,0.26814807337359525,2.0600405051994573,0.030379590469221212,1.7500000000000002e-06,0.001,0.0010000015312488276,30.379543950580153,0.032916886495292605
1e-06,0.0005,9,0.7588953797132236,0.7038840506338359,0.7170107790430867,561.4430619831576,0.28955038855201565,2.1418634792774434,0.02951493035913743,1.7500000000000002e-06,0.001,0.0010000015312488276,29.514885164504125,0.03388120924158781
1e-06,0.0005,10,0.7558218918303876,0.7068929012363004,0.7065383271617801,561.3580368656603,0.25910289512830786,2.0222602493076782,0.03134129287790522,1.7500000000000002e-06,0.001,0.0010000015312488276,31.341244886660732,0.03190683725602788
1e-06,0.0005,11,0.7672394043528065,0.713063322523821,0.6941776679907334,565.1237113402062,0.3355148115369957,2.3254113384828874,0.02864785208392037,1.7500000000000002e-06,0.001,0.0010000015312488276,28.64780821699762,0.03490668439363083
1e-06,0.0005,12,0.747536187249769,0.694240891023242,0.7355939185745121,569.7711733908222,0.2481781003298238,1.977098965253569,0.030916009328275332,1.7500000000000002e-06,0.001,0.0010000015312488276,30.91596198824478,0.03234575072838527
1e-06,0.0005,13,0.7581288343558282,0.7042296909766582,0.7075939981589003,567.5030674846626,0.2397618672112003,1.9504186105014734,0.030666355652434342,1.7500000000000002e-06,0.001,0.0010000015312488276,30.666308694685107,0.03260907629790193
1e-06,0.0005,14,0.7567690903559476,0.700094617346899,0.7260933586944768,562.849710982659,0.22527054764213972,1.8896934706498096,0.03300325341975915,1.7500000000000002e-06,0.001,0.0010000015312488276,33.003202883643425,0.030300089464819966
1e-06,0.0005,15,0.7579499845631368,0.7027109693856821,0.7167884570216961,571.1759802408151,0.23573289459454827,1.9282875025189528,0.030895019490190523,1.7500000000000002e-06,0.001,0.0010000015312488276,30.894972182300588,0.032367726182090224
1e-06,0.0005,16,0.7655881233346022,0.7135195148071416,0.6824904392801302,563.4057860677578,0.22438115658587776,1.864830725969242,0.031361393795558724,1.7500000000000002e-06,0.001,0.0010000015312488276,31.361345773534776,0.03188638673930506
