p_s,shape,rep,stake_top1_hit,stake_top_jaccard,stake_confidence,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.025,1.3333333333333333,68,1.0,1.0,0.0208,75.59698117085247,,,,,,,,
0.025,1.3333333333333333,69,1.0,1.0,0.09080000000000002,74.52652458751409,,,,,,,,
0.025,1.3333333333333333,70,1.0,1.0,0.0928,74.83383892296851,,,,,,,,
0.025,1.3333333333333333,71,1.0,1.0,0.09320000000000002,74.88002365745699,,,,,,,,
0.025,1.3333333333333333,72,1.0,1.0,0.042800000000000005,75.59282937989494,,,,,,,,
0.025,1.3333333333333333,73,1.0,1.0,0.0512,75.3468923385458,,,,,,,,
0.025,1.3333333333333333,74,1.0,1.0,0.0932,74.84173087861225,,,,,,,,
0.025,1.3333333333333333,75,1.0,1.0,0.102,74.7123087302352,,,,,,,,
0.025,1.3333333333333333,76,1.0,1.0,0.0944,74.55417513436589,,,,,,,,
0.025,1.3333333333333333,77,1.0,1.0,0.10439999999999999,74.9527532172801,,,,,,,,
0.025,1.3333333333333333,78,1.0,1.0,0.08520000000000001,74.77094598387747,,,,,,,,
0.025,1.3333333333333333,79,1.0,1.0,0.10840000000000001,74.73531350476506,,,,,,,,
0.025,1.3333333333333333,80,1.0,1.0,0.1128,74.79948056727858,,,,,,,,
0.025,1.3333333333333333,81,0.92,0.92,0.0944,74.90417625073025,,,,,,,,
0.025,1.3333333333333333,82,1.0,1.0,0.0916,74.66730596773336,,,,,,,,
0.025,1.3333333333333333,83,1.0,1.0,0.1032,74.74554945388864,,,,,,,,
0.025,1.3333333333333333,84,0.52,0.52,0.1024,74.8589599943307,,,,,,,,
0.025,1.3333333333333333,85,0.52,0.52,0.0956,74.7724288577273,,,,,,,,
0.025,1.3333333333333333,86,1.0,1.0,0.1052,74.77080756556897,,,,,,,,
0.025,1.3333333333333333,87,1.0,1.0,0.0824,74.91256315222985,,,,,,,,
0.025,1.3333333333333333,88,0.92,0.92,0.102,74.9883791496036,,,,,,,,
0.025,1.3333333333333333,89,1.0,1.0,0.08159999999999998,74.79630945052776,,,,,,,,
0.025,1.3333333333333333,90,1.0,1.0,0.034800000000000005,75.20719747876414,,,,,,,,
0.025,1.3333333333333333,91,1.0,1.0,0.102,74.5283694722914,,,,,,,,
0.025,1.3333333333333333,92,1.0,1.0,0.08839999999999999,75.01718554028626,,,,,,,,
0.025,1.3333333333333333,93,1.0,1.0,0.0796,74.99326887114448,,,,,,,,
0.025,1.3333333333333333,94,1.0,1.0,0.09519999999999999,74.69564260546179,,,,,,,,
0.025,1.3333333333333333,95,1.0,1.0,0.08560000000000001,74.79358798143168,,,,,,,,
0.025,1.3333333333333333,96,0.6,0.6,0.0996,74.8906625435428,,,,,,,,
0.025,1.3333333333333333,97,1.0,1.0,0.10120000000000001,74.75749372442684,,,,,,,,
0.025,1.3333333333333333,98,1.0,1.0,0.0924,74.68998718156969,,,,,,,,
0.025,1.3333333333333333,99,1.0,1.0,0.0808,74.90316183791866,,,,,,,,
0.025,1.3333333333333333,100,0.84,0.84,0.09720000000000001,74.52896785617916,,,,,,,,
0.025,1.3333333333333333,101,0.6,0.6,0.098,74.72759227108351,,,,,,,,
0.025,1.3333333333333333,102,1.0,1.0,0.0956,74.92439575105591,,,,,,,,
0.025,1.3333333333333333,103,1.0,1.0,0.07640000000000001,74.7622662525775,,,,,,,,
0.025,1.3333333333333333,104,0.92,0.92,0.09320000000000002,74.82131889426266,,,,,,,,
0.025,1.3333333333333333,105,1.0,1.0,0.08399999999999999,74.77520670080908,,,,,,,,
0.025,1.3333333333333333,106,1.0,1.0,0.1188,74.49429708048166,,,,,,,,
0.025,1.3333333333333333,107,0.92,0.92,0.10600000000000001,75.04177636993428,,,,,,,,
0.025,1.3333333333333333,108,1.0,1.0,0.0808,74.66148493283548,,,,,,,,
0.025,1.3333333333333333,109,1.0,1.0,0.06280000000000001,74.97400963797989,,,,,,,,
0.025,1.3333333333333333,110,1.0,1.0,0.0792,74.62648331961621,,,,,,,,
0.025,1.3333333333333333,111,1.0,1.0,0.09239999999999998,74.87102198493274,,,,,,,,
0.025,1.3333333333333333,112,1.0,1.0,0.11200000000000002,75.05493675652447,,,,,,,,
0.025,1.3333333333333333,113,1.0,1.0,0.084,75.04093492361562,,,,,,,,
0.025,1.3333333333333333,114,1.0,1.0,0.09599999999999997,74.74415004906217,,,,,,,,
0.025,1.3333333333333333,115,1.0,1.0,0.07840000000000001,74.67863251877468,,,,,,,,
0.025,1.3333333333333333,116,1.0,1.0,0.0956,74.76847564730927,,,,,,,,
0.025,1.3333333333333333,117,0.8,0.8,0.09600000000000002,74.62481095021818,,,,,,,,
0.025,1.3333333333333333,118,1.0,1.0,0.09000000000000002,74.65189557405937,,,,,,,,
0.025,1.3333333333333333,119,1.0,1.0,0.04680000000000001,75.25534484837786,,,,,,,,
0.025,3.0,0,0.16,0.16,0.10360000000000001,74.69989221518526,,,,,,,,
0.025,3.0,1,0.24,0.24,0.1036,74.73616917601699,,,,,,,,
0.025,3.0,2,0.32,0.32,0.1076,74.64645012078667,,,,,,,,
0.025,3.0,3,1.0,1.0,0.09280000000000001,74.5819028808629,,,,,,,,
0.025,3.0,4,0.32,0.32,0.10120000000000001,74.56663101160441,,,,,,,,
0.025,3.0,5,1.0,1.0,0.10640000000000001,74.84285537754539,,,,,,,,
0.025,3.0,6,0.64,0.64,0.10640000000000001,74.62039160642816,,,,,,,,
0.025,3.0,7,0.96,0.96,0.1092,74.66390998148123,,,,,,,,
0.025,3.0,8,0.38,0.4,0.11,74.78707625302305,,,,,,,,
0.025,3.0,9,0.64,0.64,0.1008,75.0181602841229,,,,,,,,
0.025,3.0,10,0.36,0.36,0.10279999999999999,74.89862162264299,,,,,,,,
0.025,3.0,11,1.0,1.0,0.1016,74.79022127156179,,,,,,,,
0.025,3.0,12,0.8,0.8,0.1076,74.83081117261516,,,,,,,,
0.025,3.0,13,0.96,0.96,0.1128,74.79951475249692,,,,,,,,
0.025,3.0,14,0.08,0.08,0.1004,74.59831607074302,,,,,,,,
0.025,3.0,15,0.44,0.44,0.09720000000000001,74.72526111730699,,,,,,,,
0.025,3.0,16,0.16,0.16,0.11560000000000001,74.72195945338348,,,,,,,,
0.025,3.0,17,0.84,0.84,0.10039999999999999,74.63203163448611,,,,,,,,
0.025,3.0,18,0.48,0.48,0.10640000000000001,74.64714278365297,,,,,,,,
0.025,3.0,19,0.2,0.2,0.10800000000000001,74.92867132599982,,,,,,,,
0.025,3.0,20,0.38,0.4,0.102,74.81486173353282,,,,,,,,
0.025,3.0,21,0.08,0.08,0.10520000000000002,74.5715087860572,,,,,,,,
0.025,3.0,22,0.62,0.64,0.1116,74.66204512957856,,,,,,,,
0.025,3.0,23,0.68,0.68,0.10120000000000001,74.73880792652655,,,,,,,,
0.025,3.0,24,0.2,0.2,0.1024,74.61187735402686,,,,,,,,
0.025,3.0,25,0.24,0.24,0.10880000000000001,74.543276206697,,,,,,,,
0.025,3.0,26,1.0,1.0,0.09480000000000001,74.66045946994961,,,,,,,,
0.025,3.0,27,0.2,0.2,0.11399999999999999,74.59679854448689,,,,,,,,
0.025,3.0,28,0.76,0.76,0.0872,74.83979269467395,,,,,,,,
0.025,3.0,29,0.28,0.28,0.1048,74.72128068591628,,,,,,,,
0.025,3.0,30,0.9,0.88,0.09519999999999999,74.80525089192788,,,,,,,,
0.025,3.0,31,0.76,0.76,0.1048,74.52989303828197,,,,,,,,
0.025,3.0,32,0.16,0.16,0.10279999999999999,74.86438444902798,,,,,,,,
0.025,3.0,33,1.0,1.0,0.1072,74.69050219031699,,,,,,,,
0.025,3.0,34,0.12,0.12,0.09320000000000002,74.94410381936113,,,,,,,,
0.025,3.0,35,0.24,0.24,0.11440000000000002,74.72553098324711,,,,,,,,
0.025,3.0,36,1.0,1.0,0.10279999999999999,74.49127438861704,,,,,,,,
0.025,3.0,37,0.36,0.36,0.1024,74.817816139929,,,,,,,,
0.025,3.0,38,0.24,0.24,0.09960000000000001,74.67388022365517,,,,,,,,
0.025,3.0,39,0.76,0.76,0.1016,74.47381848783505,,,,,,,,
0.025,3.0,40,1.0,1.0,0.09480000000000001,74.7192930062723,,,,,,,,
0.025,3.0,41,1.0,1.0,0.11199999999999999,74.54178106542082,,,,,,,,
0.025,3.0,42,0.64,0.64,0.09920000000000001,74.77444670923529,,,,,,,,
0.025,3.0,43,0.28,0.28,0.10120000000000001,74.62868728122857,,,,,,,,
0.025,3.0,44,0.36,0.36,0.1124,74.72166194945227,,,,,,,,
0.025,3.0,45,0.68,0.68,0.11120000000000001,74.68458821113944,,,,,,,,
0.025,3.0,46,0.4,0.4,0.102,74.66695022396557,,,,,,,,
0.025,3.0,47,0.36,0.36,0.10200000000000001,74.75487124926727,,,,,,,,
0.025,3.0,48,1.0,1.0,0.10640000000000001,74.76861073278397,,,,,,,,
0.025,3.0,49,0.44,0.44,0.10359999999999997,74.88583014469903,,,,,,,,
0.025,3.0,50,0.52,0.52,0.10679999999999998,74.57061265931172,,,,,,,,
0.025,3.0,51,0.4,0.4,0.10599999999999998,74.4964597114485,,,,,,,,
0.025,3.0,52,0.32,0.32,0.10800000000000001,74.61705703791262,,,,,,,,
0.025,3.0,53,0.2,0.16,0.1124,74.66728335791394,,,,,,,,
0.025,3.0,54,0.4,0.4,0.0972,74.87943468823251,,,,,,,,
0.025,3.0,55,0.0,0.0,0.11280000000000001,74.8559981477764,,,,,,,,
0.025,3.0,56,0.38,0.36,0.09680000000000001,74.67506588719242,,,,,,,,
0.025,3.0,57,1.0,1.0,0.1016,74.56471863260154,,,,,,,,
0.025,3.0,58,0.86,0.88,0.1232,74.73966414935465,,,,,,,,
0.025,3.0,59,0.44,0.44,0.09480000000000001,74.84466439092935,,,,,,,,
0.025,3.0,60,0.16,0.16,0.09680000000000001,74.73153086953397,,,,,,,,
0.025,3.0,61,0.18,0.2,0.1036,74.84107252737465,,,,,,,,
0.025,3.0,62,0.32,0.32,0.11040000000000001,75.02171823925454,,,,,,,,
0.025,3.0,63,0.28,0.28,0.09880000000000001,74.78977461612195,,,,,,,,
0.025,3.0,64,1.0,1.0,0.1016,74.63133478236087,,,,,,,,
0.025,3.0,65,0.86,0.88,0.10920000000000002,74.73613452024395,,,,,,,,
0.025,3.0,66,0.68,0.68,0.09879999999999999,74.71438375481908,,,,,,,,
0.025,3.0,67,0.24,0.24,0.10400000000000001,74.6586140395033,,,,,,,,
0.025,3.0,68,0.44,0.44,0.10560000000000003,74.94770846769727,,,,,,,,
0.025,3.0,69,0.96,0.96,0.10959999999999999,74.70623033228196,,,,,,,,
0.025,3.0,70,0.2,0.2,0.10319999999999999,74.35616170156895,,,,,,,,
0.025,3.0,71,1.0,1.0,0.10200000000000001,74.78833758378663,,,,,,,,
0.025,3.0,72,0.72,0.72,0.09319999999999999,74.8701077699794,,,,,,,,
0.025,3.0,73,0.44,0.44,0.106,74.63878268504122,,,,,,,,
0.025,3.0,74,0.76,0.76,0.10800000000000001,74.74317495578285,,,,,,,,
0.025,3.0,75,0.6,0.6,0.11120000000000001,74.9329938864705,,,,,,,,
0.025,3.0,76,0.56,0.56,0.1048,75.06431732923689,,,,,,,,
0.025,3.0,77,0.6,0.6,0.09360000000000002,74.54512038248497,,,,,,,,
0.025,3.0,78,0.6,0.6,0.11280000000000001,74.66558212144164,,,,,,,,
0.025,3.0,79,0.76,0.76,0.1084,74.40253626365929,,,,,,,,
0.025,3.0,80,0.52,0.52,0.09559999999999999,74.87413593955223,,,,,,,,
0.025,3.0,81,0.32,0.32,0.1044,74.79468078518862,,,,,,,,
0.025,3.0,82,0.72,0.72,0.10479999999999999,74.65514497187267,,,,,,,,
0.025,3.0,83,1.0,1.0,0.11080000000000002,74.54177879888942,,,,,,,,
0.025,3.0,84,1.0,1.0,0.09600000000000002,74.77078989406914,,,,,,,,
0.025,3.0,85,0.24,0.24,0.10120000000000001,74.69558745868248,,,,,,,,
0.025,3.0,86,0.52,0.52,0.09680000000000001,74.67689565648864,,,,,,,,
0.025,3.0,87,1.0,1.0,0.10400000000000001,74.84975847618844,,,,,,,,
0.025,3.0,88,0.92,0.92,0.1048,74.59219943187179,,,,,,,,
0.025,3.0,89,0.92,0.92,0.1012,74.71481317358376,,,,,,,,
0.025,3.0,90,0.72,0.72,0.1136,74.8361722957973,,,,,,,,
0.025,3.0,91,1.0,1.0,0.098,74.53026729464204,,,,,,,,
0.025,3.0,92,0.2,0.2,0.11,74.85318025044222,,,,,,,,
0.025,3.0,93,1.0,1.0,0.1116,74.70932606205345,,,,,,,,
0.025,3.0,94,0.92,0.92,0.1048,74.71536613695484,,,,,,,,
0.025,3.0,95,0.12,0.12,0.0992,74.6772446123821,,,,,,,,
0.025,3.0,96,1.0,1.0,0.10799999999999998,74.78441755546629,,,,,,,,
0.025,3.0,97,1.0,1.0,0.09759999999999999,74.5055842192595,,,,,,,,
0.025,3.0,98,0.64,0.64,0.09720000000000001,74.71278973615635,,,,,,,,
0.025,3.0,99,0.32,0.32,0.098,74.72990668555691,,,,,,,,
0.025,3.0,100,0.92,0.92,0.10400000000000001,74.86430006651412,,,,,,,,
0.025,3.0,101,0.56,0.56,0.1072,74.86809797072353,,,,,,,,
0.025,3.0,102,0.12,0.12,0.114,74.72006465354819,,,,,,,,
0.025,3.0,103,0.48,0.48,0.10399999999999998,74.76758166043973,,,,,,,,
0.025,3.0,104,0.16,0.16,0.10480000000000002,74.68786675706431,,,,,,,,
0.025,3.0,105,0.2,0.2,0.0928,74.88603398358107,,,,,,,,
0.025,3.0,106,0.12,0.12,0.11719999999999998,74.56941308252483,,,,,,,,
0.025,3.0,107,0.2,0.2,0.1004,74.65481667059446,,,,,,,,
0.025,3.0,108,0.2,0.2,0.1072,74.85407746071667,,,,,,,,
0.025,3.0,109,0.6,0.6,0.10640000000000001,74.8626717332938,,,,,,,,
0.025,3.0,110,0.52,0.52,0.09880000000000001,74.53225880471113,,,,,,,,
0.025,3.0,111,0.32,0.32,0.11519999999999998,74.60467180642462,,,,,,,,
0.025,3.0,112,0.92,0.92,0.09440000000000001,74.66385888842449,,,,,,,,
0.025,3.0,113,0.12,0.12,0.1056,74.62827514085166,,,,,,,,
0.025,3.0,114,0.4,0.4,0.09000000000000002,74.76459185233786,,,,,,,,
0.025,3.0,115,1.0,1.0,0.1036,74.59358423794308,,,,,,,,
0.025,3.0,116,0.48,0.48,0.1016,74.9369753822307,,,,,,,,
0.025,3.0,117,1.0,1.0,0.1016,74.57973586049864,,,,,,,,
0.025,3.0,118,0.2,0.2,0.106,74.62805387948195,,,,,,,,
0.025,3.0,119,0.2,0.2,0.09880000000000001,74.68501667390791,,,,,,,,
0.05,1.3333333333333333,0,0.24,0.24,0.07200000000000001,148.6464923001449,,,,,,,,
0.05,1.3333333333333333,1,1.0,1.0,0.064,148.7643457686521,,,,,,,,
0.05,1.3333333333333333,2,0.6,0.6,0.0752,148.39159934094604,,,,,,,,
0.05,1.3333333333333333,3,0.36,0.36,0.07,148.5855641855214,,,,,,,,
0.05,1.3333333333333333,4,1.0,1.0,0.0724,148.513271660275,,,,,,,,
0.05,1.3333333333333333,5,1.0,1.0,0.0664,148.6079194589497,,,,,,,,
0.05,1.3333333333333333,6,0.96,0.96,0.064,148.32971271849794,,,,,,,,
0.05,1.3333333333333333,7,0.44,0.44,0.0636,148.77569076143314,,,,,,,,
0.05,1.3333333333333333,8,1.0,1.0,0.06920000000000001,148.6720553253085,,,,,,,,
0.05,1.3333333333333333,9,1.0,1.0,0.06520000000000001,149.23125088250072,,,,,,,,
0.05,1.3333333333333333,10,1.0,1.0,0.061200000000000004,148.7907173918075,,,,,,,,
0.05,1.3333333333333333,11,1.0,1.0,0.05400000000000001,148.87208882250474,,,,,,,,
0.05,1.3333333333333333,12,1.0,1.0,0.0572,148.80746691130722,,,,,,,,
0.05,1.3333333333333333,13,1.0,1.0,0.04880000000000001,149.11783158752544,,,,,,,,
0.05,1.3333333333333333,14,0.8,0.8,0.0784,148.46007674592266,,,,,,,,
0.05,1.3333333333333333,15,0.88,0.88,0.0732,148.87737577713926,,,,,,,,
0.05,1.3333333333333333,16,0.68,0.68,0.06760000000000001,148.45987249989892,,,,,,,,
0.05,1.3333333333333333,17,1.0,1.0,0.06760000000000001,148.52155873747267,,,,,,,,
0.05,1.3333333333333333,18,1.0,1.0,0.05600000000000001,149.06782261127265,,,,,,,,
0.05,1.3333333333333333,19,0.84,0.84,0.06280000000000001,148.28060004494594,,,,,,,,
0.05,1.3333333333333333,20,0.72,0.72,0.0736,148.37053778107713,,,,,,,,
0.05,1.3333333333333333,21,0.68,0.68,0.06760000000000001,148.55005470477855,,,,,,,,
0.05,1.3333333333333333,22,0.64,0.64,0.0788,148.35933186284046,,,,,,,,
0.05,1.3333333333333333,23,1.0,1.0,0.0536,149.28736443782842,,,,,,,,
0.05,1.3333333333333333,24,1.0,1.0,0.0692,148.71806470712232,,,,,,,,
0.05,1.3333333333333333,25,1.0,1.0,0.06760000000000001,148.3214662808618,,,,,,,,
0.05,1.3333333333333333,26,0.96,0.96,0.07200000000000001,148.54421705276417,,,,,,,,
0.05,1.3333333333333333,27,0.48,0.48,0.0724,148.5971737520507,,,,,,,,
0.05,1.3333333333333333,28,0.68,0.68,0.0736,148.21949113038377,,,,,,,,
0.05,1.3333333333333333,29,1.0,1.0,0.052800000000000014,148.79175483210838,,,,,,,,
0.05,1.3333333333333333,30,0.52,0.52,0.0756,148.3843552712334,,,,,,,,
0.05,1.3333333333333333,31,0.74,0.76,0.086,148.8629846051373,,,,,,,,
0.05,1.3333333333333333,32,0.88,0.88,0.0784,148.52499999876673,,,,,,,,
0.05,1.3333333333333333,33,1.0,1.0,0.0716,147.96333883963732,,,,,,,,
0.05,1.3333333333333333,34,1.0,1.0,0.0592,148.92222670523907,,,,,,,,
0.05,1.3333333333333333,35,0.52,0.52,0.068,148.47970641835764,,,,,,,,
0.05,1.3333333333333333,36,0.96,0.96,0.0724,148.42972159131494,,,,,,,,
0.05,1.3333333333333333,37,0.48,0.48,0.07280000000000002,147.85080239764935,,,,,,,,
0.05,1.3333333333333333,38,0.48,0.48,0.0704,148.54761813040753,,,,,,,,
0.05,1.3333333333333333,39,1.0,1.0,0.07640000000000001,148.66337524199037,,,,,,,,
0.05,1.3333333333333333,40,1.0,1.0,0.0664,148.990548525307,,,,,,,,
0.05,1.3333333333333333,41,1.0,1.0,0.05200000000000001,148.9128402089096,,,,,,,,
0.05,1.3333333333333333,42,1.0,1.0,0.0756,148.97918683815914,,,,,,,,
0.05,1.3333333333333333,43,0.84,0.84,0.08039999999999999,148.44696100430772,,,,,,,,
0.05,1.3333333333333333,44,0.68,0.68,0.07280000000000002,148.43523766967624,,,,,,,,
0.05,1.3333333333333333,45,1.0,1.0,0.0716,148.64197418467722,,,,,,,,
0.05,1.3333333333333333,46,1.0,1.0,0.053200000000000004,148.68948729542643,,,,,,,,
0.05,1.3333333333333333,47,1.0,1.0,0.05,148.77936104452618,,,,,,,,
0.05,1.3333333333333333,48,0.76,0.76,0.06480000000000001,148.30058244633338,,,,,,,,
0.05,1.3333333333333333,49,0.88,0.88,0.0876,148.68003739055086,,,,,,,,
0.05,1.3333333333333333,50,0.32,0.32,0.07840000000000001,148.47119715617066,,,,,,,,
0.05,1.3333333333333333,51,1.0,1.0,0.08,148.84011769074849,,,,,,,,
0.05,1.3333333333333333,52,1.0,1.0,0.06280000000000001,148.51405943624874,,,,,,,,
0.05,1.3333333333333333,53,0.48,0.48,0.0724,147.9925187981306,,,,,,,,
0.05,1.3333333333333333,54,1.0,1.0,0.04880000000000001,149.0130509933579,,,,,,,,
0.05,1.3333333333333333,55,0.92,0.92,0.06680000000000001,148.46519356361,,,,,,,,
0.05,1.3333333333333333,56,1.0,1.0,0.0644,148.45707218722657,,,,,,,,
0.05,1.3333333333333333,57,1.0,1.0,0.06280000000000001,148.35864565960543,,,,,,,,
0.05,1.3333333333333333,58,0.96,0.96,0.0736,148.28805636956696,,,,,,,,
0.05,1.3333333333333333,59,1.0,1.0,0.04680000000000001,149.36511946892207,,,,,,,,
0.05,1.3333333333333333,60,1.0,1.0,0.0476,149.10527861003592,,,,,,,,
0.05,1.3333333333333333,61,0.76,0.76,0.06880000000000001,148.4125865651792,,,,,,,,
0.05,1.3333333333333333,62,1.0,1.0,0.062400000000000004,148.71055932304466,,,,,,,,
0.05,1.3333333333333333,63,1.0,1.0,0.0616,148.7930492459041,,,,,,,,
0.05,1.3333333333333333,64,1.0,1.0,0.0712,148.84529596873372,,,,,,,,
0.05,1.3333333333333333,65,1.0,1.0,0.04920000000000001,149.41376547225207,,,,,,,,
0.05,1.3333333333333333,66,1.0,1.0,0.045200000000000004,148.59585325528252,,,,,,,,
0.05,1.3333333333333333,67,0.24,0.24,0.06920000000000001,148.86406911037102,,,,,,,,
0.05,1.3333333333333333,68,1.0,1.0,0.05440000000000001,148.41681807326313,,,,,,,,
0.05,1.3333333333333333,69,1.0,1.0,0.056400000000000006,149.20244180163832,,,,,,,,
0.05,1.3333333333333333,70,1.0,1.0,0.0424,149.21460264157986,,,,,,,,
0.05,1.3333333333333333,71,0.44,0.44,0.06920000000000001,148.4793957664849,,,,,,,,
0.05,1.3333333333333333,72,0.96,0.96,0.0736,148.66253122505952,,,,,,,,
0.05,1.3333333333333333,73,1.0,1.0,0.056799999999999996,148.88070090565228,,,,,,,,
0.05,1.3333333333333333,74,1.0,1.0,0.0696,148.57756364515643,,,,,,,,
0.05,1.3333333333333333,75,1.0,1.0,0.0404,149.12540197035983,,,,,,,,
0.05,1.3333333333333333,76,1.0,1.0,0.066,148.79934774677346,,,,,,,,
0.05,1.3333333333333333,77,0.6,0.6,0.07120000000000001,148.72731952393437,,,,,,,,
0.05,1.3333333333333333,78,1.0,1.0,0.0708,149.07388908600532,,,,,,,,
0.05,1.3333333333333333,79,1.0,1.0,0.064,148.8869656206098,,,,,,,,
0.05,1.3333333333333333,80,1.0,1.0,0.06720000000000001,148.4299274352778,,,,,,,,
0.05,1.3333333333333333,81,1.0,1.0,0.0704,149.04775074048393,,,,,,,,
0.05,1.3333333333333333,82,0.96,0.96,0.07400000000000001,148.50390286502525,,,,,,,,
0.05,1.3333333333333333,83,0.32,0.32,0.07680000000000001,148.2977112119991,,,,,,,,
0.05,1.3333333333333333,84,0.96,0.96,0.0708,148.3806525450228,,,,,,,,
0.05,1.3333333333333333,85,1.0,1.0,0.06920000000000001,149.10715047291723,,,,,,,,
0.05,1.3333333333333333,86,1.0,1.0,0.0408,149.54934051221824,,,,,,,,
0.05,1.3333333333333333,87,1.0,1.0,0.0584,148.4157712901441,,,,,,,,
0.05,1.3333333333333333,88,0.92,0.92,0.08,148.5968166987109,,,,,,,,
0.05,1.3333333333333333,89,1.0,1.0,0.06480000000000001,148.70768282305852,,,,,,,,
0.05,1.3333333333333333,90,0.4,0.4,0.0664,148.8854697264965,,,,,,,,
0.05,1.3333333333333333,91,1.0,1.0,0.05120000000000001,148.75379735921726,,,,,,,,
0.05,1.3333333333333333,92,1.0,1.0,0.06720000000000001,148.51091394038352,,,,,,,,
0.05,1.3333333333333333,93,1.0,1.0,0.06920000000000001,148.5028009130063,,,,,,,,
0.05,1.3333333333333333,94,1.0,1.0,0.08040000000000001,148.50412429837533,,,,,,,,
0.05,1.3333333333333333,95,1.0,1.0,0.0644,148.90176889660341,,,,,,,,
0.05,1.3333333333333333,96,1.0,1.0,0.0684,148.44727304831656,,,,,,,,
0.05,1.3333333333333333,97,0.64,0.64,0.0592,148.93563144002886,,,,,,,,
0.05,1.3333333333333333,98,1.0,1.0,0.0604,148.45377562387924,,,,,,,,
0.05,1.3333333333333333,99,1.0,1.0,0.07640000000000001,148.80291709893464,,,,,,,,
0.05,1.3333333333333333,100,1.0,1.0,0.0576,148.740099051195,,,,,,,,
0.05,1.3333333333333333,101,1.0,1.0,0.0728,148.64566595129028,,,,,,,,
0.05,1.3333333333333333,102,0.96,0.96,0.0644,148.35864665307446,,,,,,,,
0.05,1.3333333333333333,103,0.92,0.92,0.0776,149.07335749430587,,,,,,,,
0.05,1.3333333333333333,104,1.0,1.0,0.07680000000000001,148.6976612747229,,,,,,,,
0.05,1.3333333333333333,105,0.64,0.64,0.0756,148.34091935140887,,,,,,,,
0.05,1.3333333333333333,106,0.6,0.6,0.068,147.87587537355793,,,,,,,,
0.05,1.3333333333333333,107,0.48,0.48,0.0692,147.98686735702296,,,,,,,,
0.05,1.3333333333333333,108,1.0,1.0,0.066,148.65185868745382,,,,,,,,
0.05,1.3333333333333333,109,1.0,1.0,0.0432,149.57141718734638,,,,,,,,
0.05,1.3333333333333333,110,0.56,0.56,0.0696,148.6058791802771,,,,,,,,
0.05,1.3333333333333333,111,1.0,1.0,0.06920000000000001,148.48049591426707,,,,,,,,
0.05,1.3333333333333333,112,1.0,1.0,0.07600000000000001,148.4887753412433,,,,,,,,
0.05,1.3333333333333333,113,0.44,0.44,0.06720000000000001,148.63507341775912,,,,,,,,
0.05,1.3333333333333333,114,0.88,0.88,0.0616,148.58733517878954,,,,,,,,
0.05,1.3333333333333333,115,0.28,0.28,0.06880000000000001,148.96586646334273,,,,,,,,
0.05,1.3333333333333333,116,0.92,0.92,0.0704,148.30055138126352,,,,,,,,
0.05,1.3333333333333333,117,0.92,0.92,0.0796,148.61938126729947,,,,,,,,
0.05,1.3333333333333333,118,1.0,1.0,0.0632,148.33030039974756,,,,,,,,
0.05,1.3333333333333333,119,0.64,0.64,0.055600000000000004,148.10432855452916,,,,,,,,
0.05,3.0,0,0.12,0.12,0.07680000000000001,148.84390108187026,,,,,,,,
0.05,3.0,1,0.32,0.32,0.0752,148.6594045796843,,,,,,,,
0.05,3.0,2,0.16,0.16,0.0756,148.8959683560317,,,,,,,,
0.05,3.0,3,0.96,0.96,0.0684,148.99955552499088,,,,,,,,
0.05,3.0,4,1.0,1.0,0.0792,148.67420679402355,,,,,,,,
0.05,3.0,5,0.6,0.6,0.08360000000000001,148.1533822784575,,,,,,,,
0.05,3.0,6,1.0,1.0,0.0756,149.15134309205413,,,,,,,,
0.05,3.0,7,0.56,0.56,0.07480000000000002,148.58778859374746,,,,,,,,
0.05,3.0,8,0.2,0.2,0.0716,148.55297586179353,,,,,,,,
0.05,3.0,9,0.96,0.96,0.0732,148.39712947342363,,,,,,,,
0.05,3.0,10,0.56,0.56,0.07800000000000001,148.65121283325695,,,,,,,,
0.05,3.0,11,0.36,0.36,0.084,148.3282237605068,,,,,,,,
0.05,3.0,12,0.08,0.08,0.07,148.49268357081314,,,,,,,,
0.05,3.0,13,0.48,0.48,0.076,148.29386457127285,,,,,,,,
0.05,3.0,14,0.32,0.32,0.07800000000000001,148.59346790238615,,,,,,,,
0.05,3.0,15,1.0,1.0,0.07880000000000001,148.5147710831556,,,,,,,,
0.05,3.0,16,0.36,0.36,0.0684,148.5764848023252,,,,,,,,
0.05,3.0,17,0.08,0.08,0.07640000000000001,147.87724809467554,,,,,,,,
0.05,3.0,18,0.48,0.48,0.0636,148.4704240171789,,,,,,,,
0.05,3.0,19,0.08,0.08,0.0772,148.69756690120875,,,,,,,,
0.05,3.0,20,0.24,0.24,0.0748,148.1678176475376,,,,,,,,
0.05,3.0,21,0.16,0.16,0.0704,148.40953233049137,,,,,,,,
0.05,3.0,22,0.2,0.2,0.06880000000000001,148.3084820199392,,,,,,,,
0.05,3.0,23,0.36,0.36,0.0704,148.4573366156811,,,,,,,,
0.05,3.0,24,0.16,0.16,0.062,148.185027566622,,,,,,,,
0.05,3.0,25,0.12,0.12,0.07,148.53873638684837,,,,,,,,
0.05,3.0,26,0.56,0.56,0.07200000000000001,148.5714376548151,,,,,,,,
