mix_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
0.0001,16,0.9582495747641874,0.9443514265317302,0.12742491164747816,572.1458172259162,0.22776629441068508,1.9032216967754034,0.03239195533889449,0.00017500000000000003,185.09688765082564,0.005402575984348484
0.0001,17,0.9498880395336268,0.9371016570317638,0.1420375233419199,571.3961084086171,0.23755247369990684,1.9470463298620608,0.031005034476570693,0.00017500000000000003,177.17162558040394,0.00564424465104984
0.0001,18,0.9462851021501263,0.9301780262564433,0.15590058349587507,566.2460019894406,0.24733379360986874,1.9959776685768538,0.02989401534602971,0.00017500000000000003,170.82294483445546,0.00585401452345351
0.0001,19,0.9445583656109972,0.9293233463341559,0.1585391814091768,562.038961038961,0.30140285080415197,2.1904566931730285,0.03296272842604439,0.00017500000000000003,188.35844814882506,0.005309026538644466
0.0001,20,0.9456330036040181,0.9294397296769472,0.16004452344610934,567.4596273291926,0.18485651418450288,1.7330021670665263,0.030763614864268884,0.00017500000000000003,175.79208493867932,0.0056885382544317915
0.0001,21,0.9466133051423393,0.9332010648776361,0.14837586566726707,558.8192252510761,0.24965657299617305,1.9836329833253075,0.03314816022400358,0.00017500000000000003,189.41805842287758,0.005279327685681851
0.0001,22,0.9505465107391271,0.940223809760288,0.13844624833952965,565.641137353818,0.22732189355883747,1.8810247616924203,0.030096658459552682,0.00017500000000000003,171.98090548315815,0.005814598993944293
0.0001,23,0.9459789409430795,0.9311867602178341,0.15135760113573574,564.6502365328857,0.27736203288077377,2.099879712021946,0.031469971268256305,0.00017500000000000003,179.82840724717886,0.005560856681700315
0.0001,24,0.9471210340775558,0.931570943038039,0.15342003291869757,579.7074030552292,0.21829431966762058,1.875462918035882,0.030965778794226444,0.00017500000000000003,176.94730739557966,0.005651399926444889
0.0001,25,0.9430307633877706,0.9287654763533965,0.15870747002987023,562.1241929358147,0.2357629963371437,1.9323479569073134,0.029952011148379365,0.00017500000000000003,171.15434941931062,0.005842679449238549
0.0001,26,0.948550398077212,0.9353865833048144,0.14527692218358546,555.8445245606129,0.257598177267937,2.031943744748921,0.030506028275041334,0.00017500000000000003,174.32016157166476,0.005736571094152469
0.0001,27,0.9465444826269569,0.9339141850103736,0.14634218535797755,565.1237113402062,0.2753154685779009,2.083212151920958,0.028131509370428347,0.00017500000000000003,160.7514821167334,0.006220782457693466
0.0001,28,0.9500454821103699,0.9357269304253993,0.1442314239215922,560.9757428744693,0.2387023738992866,1.9390955308728401,0.033257232042888156,0.00017500000000000003,190.04132595936088,0.005262013380257322
0.0001,29,0.9480882575185129,0.9303795855230788,0.15782777644521725,559.1985794166541,0.23276978475041687,1.9262227514809422,0.030179653558077498,0.00017500000000000003,172.45516318901426,0.005798608644172517
0.0001,30,0.9496292899182145,0.9358940427069559,0.14347368633802898,565.641137353818,0.206724059273256,1.8220110976538328,0.03181256314140964,0.00017500000000000003,181.78607509376937,0.005500971399950065
0.0001,31,0.9459170422427622,0.9320156551857529,0.15097640747043767,565.2960812772134,0.26705223994213156,2.074116391410671,0.034490410945329536,0.00017500000000000003,197.08806254474018,0.005073874018995919
0.0001,32,0.9619395600213139,0.951435149456778,0.1100342244338025,563.3201644211007,0.2560844123363495,2.0169117362424562,0.029718659283786236,0.00017500000000000003,169.82091019306418,0.005888556355416601
0.0001,33,0.9484169065293138,0.9335630552049872,0.1495490107923848,560.5515830934706,0.22655526755261235,1.9169223388364027,0.03238059691490043,0.00017500000000000003,185.03198237085957,0.005404471092979484
0.0001,34,0.9471412343809164,0.9327795435059824,0.15072711357973542,560.4244604316547,0.23023139958968386,1.9093908867621177,0.03052881569551209,0.00017500000000000003,174.4503754029262,0.005732289183616318
0.0001,35,0.9522611149241211,0.9386875555359557,0.13678633903720566,564.3493479752917,0.18396804516669363,1.7232628848103437,0.0330769484930004,0.00017500000000000003,189.01113424571653,0.005290693609086484
0.0001,36,0.9514048825426071,0.9381804586075477,0.13673761713912916,568.1119299861815,0.24137950321892276,1.9578499178886513,0.03160166808832846,0.00017500000000000003,180.58096050473404,0.005537682362553301
0.0001,37,0.9446824789594491,0.9307047942885945,0.1504254800392601,566.2027543993879,0.205511202046182,1.8125877622467765,0.02972421541260313,0.00017500000000000003,169.85265950058928,0.00588745565091685
0.0001,38,0.9489717618170657,0.9341748981206985,0.14506431330712913,567.8508287292817,0.1901198783016298,1.7450235432190682,0.031209749560232494,0.00017500000000000003,178.34142605847137,0.0056072221810771995
0.0001,39,0.94397206194959,0.9287837120156421,0.1614784786451426,561.8259945338597,0.23323620329028927,1.9318704087183256,0.03152518548240511,0.00017500000000000003,180.1439170423149,0.005551117220156288
0.0001,40,0.9493347365255957,0.9343830840535259,0.14728951328169343,556.3033150417199,0.27138216217281297,2.0790856368491752,0.03285234157737051,0.00017500000000000003,187.7276661564029,0.005326865349547695
0.0001,41,0.9524641202824816,0.9376525931494366,0.1425220188864529,561.953755030754,0.24654728721361607,1.9762016925892998,0.030690428708936363,0.00017500000000000003,175.3738783367792,0.005702103468793968
0.0001,42,0.94934898773237,0.9344547933141539,0.14596257097481752,556.9720027094152,0.19802138468367048,1.7853902762002352,0.031295826965751034,0.00017500000000000003,178.83329694714874,0.00559179983297816
0.0001,43,0.9452487294008932,0.930454080846082,0.1588743953553388,569.8587709841368,0.24579974534572102,1.9709910367753483,0.030963321137592276,0.00017500000000000003,176.9332636433844,0.005651848495913902
0.0001,44,0.948795867203525,0.9313755899953263,0.15511248789156568,562.2094507331155,0.24915598466759548,1.9813614562827717,0.032681739483672125,0.00017500000000000003,186.75279704955497,0.005354672143061126
0.0001,45,0.9394843546782955,0.9263819047195561,0.16203474022582068,566.1595134266697,0.23043740729917772,1.918801186440663,0.03250378396563051,0.00017500000000000003,185.73590837503144,0.005383988528383187
0.0001,46,0.9483015494636472,0.9334281998242061,0.14982739150485483,551.2979737783076,0.21839609352173284,1.8876027867361136,0.02953562738489257,0.00017500000000000003,168.77501362795752,0.005925047662590444
0.0001,47,0.9479804161566707,0.9341462075969506,0.14537034290981174,566.1162790697674,0.28748858100152574,2.147442762468474,0.030591009129119964,0.00017500000000000003,174.80576645211406,0.005720635081417283
0.0001,48,0.9505519431422955,0.9359279851259714,0.14434164854258646,559.5362165431725,0.26490775018464774,2.0543680137748463,0.028029141925775023,0.00017500000000000003,160.16652529014297,0.00624350186899848
0.0001,49,0.9476800839517278,0.9316571008762097,0.15196093263424137,554.7216100742073,0.35691795116872527,2.4032175637635773,0.030615505172797604,0.00017500000000000003,174.9457438445577,0.005716057893289003
0.0002,0,0.9048081956180364,0.8802493917480089,0.2742907293612417,553.3966200553353,0.22480796274612658,1.893172842938887,0.03470010718251883,0.00035000000000000005,99.1431633786252,0.010086424176128268
0.0002,1,0.8998930971288943,0.8747059700624652,0.28757361147508753,565.0806353084912,0.23318760277470574,1.9184657301853827,0.03200893680443519,0.00035000000000000005,91.45410515552909,0.010934446280999367
0.0002,2,0.9184476506442404,0.8922775003102541,0.24755672459487643,570.9560219118895,0.2513535994803533,1.996703601021462,0.032909696839741834,0.00035000000000000005,94.02770525640523,0.010635163298658502
0.0002,3,0.8965569658736794,0.8721407438901858,0.2886497662431717,562.4653796458159,0.23708351061213762,1.9471012226193216,0.032235495913224284,0.00035000000000000005,92.10141689492652,0.010857596264136148
0.0002,4,0.9185348430731819,0.8952381184572603,0.23909270230934915,562.3800440762976,0.23098867264343426,1.9310736485990674,0.031581920164054686,0.00035000000000000005,90.2340576115848,0.011082290062855533
0.0002,5,0.9041327392840682,0.8739838950001338,0.28959327256589906,568.4604393916117,0.24463638188899495,1.9859644845401472,0.03231878687577144,0.00035000000000000005,92.33939107363267,0.010829614408032933
0.0002,6,0.8843314816224032,0.8689123259710829,0.28951057974209415,563.1489993151206,0.23261307124630548,1.9226415382879734,0.030803427340864456,0.00035000000000000005,88.00979240246986,0.01136237198955075
0.0002,7,0.9045739493847226,0.8792924120525666,0.2751814312585347,572.7204550731368,0.2281458704965189,1.90045162842102,0.03458004325891828,0.00035000000000000005,98.80012359690936,0.010121444828144747
0.0002,8,0.9004240496743904,0.8772345901300964,0.27627409514813495,560.3820990458883,0.3137639458873309,2.2563819189069694,0.03306044631398066,0.00035000000000000005,94.45841803994473,0.010586668935923936
0.0002,9,0.89399374189117,0.8676633476940909,0.2970905763891372,564.7792871861406,0.25215296202804893,2.009130076938277,0.029859515641298566,0.00035000000000000005,85.31290183228161,0.011721556511650731
0.0002,10,0.9039245283018867,0.8755222560981719,0.28738548070504066,558.5245283018868,0.22777707912609912,1.9107538156742314,0.03152562356589478,0.00035000000000000005,90.07321018827078,0.011102080162456769
0.0002,11,0.9104511794793496,0.8859115122294735,0.2590891775463341,564.9514466753187,0.23139320404152386,1.9344357641248737,0.029321788066008485,0.00035000000000000005,83.7765373314528,0.011936516259243423
0.0002,12,0.902316748955564,0.8784593231642137,0.2784202229753199,562.1241929358147,0.2733834460086655,2.0892120836530443,0.029828991301032972,0.00035000000000000005,85.22568943152277,0.011733551311467902
0.0002,13,0.8952127659574468,0.8696137150460647,0.29547105069463814,562.3373860182371,0.1980248459149152,1.7939407946265038,0.029745090362583514,0.00035000000000000005,84.98597246452431,0.011766647730217242
0.0002,14,0.9003155048076923,0.8752661004337453,0.2846430344669548,555.9278846153846,0.3486470539646689,2.4043452426809324,0.03176136714402207,0.00035000000000000005,90.74676326863448,0.011019676779432176
0.0002,15,0.9081709711523939,0.8826318210762208,0.2670203046385211,558.861350249207,0.21575628462596796,1.859089460622767,0.032828709637726466,0.00035000000000000005,93.79631325064703,0.010661399849776097
0.0002,16,0.9059522902217819,0.877295807145334,0.2818387976228712,564.0058684551483,0.224013587430818,1.8763357240161471,0.029615262680299445,0.00035000000000000005,84.61503622942698,0.01181823047724732
0.0002,17,0.9054873427315446,0.881678439298296,0.26624816152058683,560.8908594815825,0.2364296935556922,1.931713055437434,0.03271447175074544,0.00035000000000000005,93.4699192878441,0.01069862911639479
0.0002,18,0.9029416270874827,0.8784546561501433,0.27879276694673477,566.8955109544967,0.2667948619928211,2.066679757196952,0.030379590469221212,0.00035000000000000005,86.7988299120606,0.011520892631999078
0.0002,19,0.898414384341097,0.8747380475614546,0.28311556285395933,561.4430619831576,0.2881979624798987,2.149183171238027,0.02951493035913743,0.00035000000000000005,84.32837245467836,0.011858405076386863
0.0002,20,0.9052567700826822,0.8786592205977739,0.28079204398675395,561.3580368656603,0.25774974809610285,2.028364739405862,0.03134129287790522,0.00035000000000000005,89.54655107972918,0.011167375939578445
0.0002,21,0.9049255441008018,0.8802893372854952,0.27183600634135785,565.1237113402062,0.3341610833595041,2.3343776298030594,0.02864785208392037,0.00035000000000000005,81.85100595405818,0.012217320830012595
0.0002,22,0.9023714197720973,0.872688456187154,0.2903688899545648,569.7711733908222,0.24682515382301062,1.9828657990907823,0.030916009328275332,0.00035000000000000005,88.33145522364379,0.011320995419673883
0.0002,23,0.9049846625766871,0.8780573131967854,0.2751087677513074,567.5030674846626,0.23840808146633208,1.955634016631525,0.030666355652434342,0.00035000000000000005,87.61815900695525,0.01141315922787899
0.0002,24,0.9005171889260724,0.8744082940029739,0.2868251998484496,562.849710982659,0.22391780515317805,1.8943242091526313,0.03300325341975915,0.00035000000000000005,94.2950097707404,0.010605015073770091
0.0002,25,0.8991972831120716,0.8714417423010862,0.2917817897285311,571.1759802408151,0.23437993007246405,1.9332980260157913,0.030895019490190523,0.00035000000000000005,88.27148425768719,0.011328686816693174
0.0002,26,0.9069661210506281,0.8811549202793186,0.26840169845791145,563.4057860677578,0.22302845065132715,1.869024647961389,0.031361393795558724,0.00035000000000000005,89.60398227302491,0.011160218269685631
0.0002,27,0.8974925691639357,0.8707856360254776,0.29327228940088806,564.0058684551483,0.2097476362832822,1.8273789655959454,0.03192299085385029,0.00035000000000000005,91.20854529671509,0.01096388498190438
0.0002,28,0.9002052139545489,0.8749603158296289,0.28412033943309106,562.4653796458159,0.23207971540978178,1.9216717336039133,0.0303075405644792,0.00035000000000000005,86.59297304136913,0.011548281169677101
0.0002,29,0.8799077986938149,0.8538331666093005,0.338472317518839,568.5912408759124,0.23326848988654092,1.9314188888763022,0.029435802242523845,0.00035000000000000005,84.10229212149669,0.011890282354675543
0.0002,30,0.901796037924921,0.8736945814170571,0.2869233968431988,570.4288136899714,0.22826813443680294,1.9134996774203563,0.03131739641593461,0.00035000000000000005,89.47827547409888,0.011175897106884545
0.0002,31,0.9049841891281434,0.8810039835634775,0.2687219502782098,557.1812979972896,0.23562630635569803,1.9514282526607425,0.031866371664478546,0.00035000000000000005,91.0467761842244,0.010983365275631462
0.0002,32,0.9005843572070722,0.8730987704275727,0.2902756756199449,554.431225651783,0.2768679421278648,2.093797558703057,0.0295946181990451,0.00035000000000000005,84.5560519972717,0.011826474585547893
0.0002,33,0.886801099908341,0.8460747717849417,0.36177465750981824,565.2529789184234,0.20853352846461348,1.8294851876242362,0.030609878762942428,0.00035000000000000005,87.45679646554979,0.011434217126783408
0.0002,34,0.9031988450725629,0.8760572945330988,0.2853678000694654,562.2947344426715,0.24289314553607255,1.9611476211607417,0.030575000040934455,0.00035000000000000005,87.35714297409844,0.011447260818688885
0.0002,35,0.8969600965527645,0.872893772827296,0.28699321253888094,558.2301425661915,0.21744615986244753,1.8721865616434605,0.029695608040403318,0.00035000000000000005,84.84459440115232,0.011786254705537473
0.0002,36,0.9046563192904656,0.8819104035820642,0.26882311629965394,565.8138236868263,0.2067425586283207,1.82851218692137,0.031144846667034518,0.00035000000000000005,88.98527619152718,0.011237814195773839
0.0002,37,0.8992080095636581,0.8706074889424482,0.2962134842832239,552.9426180514047,0.3147798996651545,2.2253813095805137,0.03188234086480437,0.00035000000000000005,91.09240247086962,0.010977863936784293
0.0002,38,0.9138241923365891,0.8863694020334749,0.26050525936027563,556.0112697220135,0.21595707393134944,1.8634314284355202,0.031168788480318288,0.00035000000000000005,89.05368137233795,0.011229182046039728
0.0002,39,0.9037371726144892,0.8776184871937759,0.28070514493561893,566.7221626589064,0.2442526787344832,1.9861231460178386,0.031222145547655265,0.00035000000000000005,89.20613013615788,0.011209991941962634
0.0002,40,0.9007477906186268,0.8727261665030719,0.29215801486079607,558.9877634262407,0.19449329769122414,1.7690407454440447,0.029978612137623924,0.00035000000000000005,85.65317753606834,0.011674990102718635
0.0002,41,0.8986743867133933,0.8746259865869939,0.28455623593374085,563.7914063690386,0.22451549777179025,1.8824740098692985,0.02906272844619305,0.00035000000000000005,83.036366989123,0.012042916089175612
0.0002,42,0.905967172879276,0.8780571108556912,0.27977780653028467,567.5899677864703,0.286294684803579,2.112453306273142,0.03430593027662473,0.00035000000000000005,98.0169436474992,0.01020231770943935
0.0002,43,0.9008739650413984,0.8707711797721029,0.2963417266714287,567.329346826127,0.24552397889783606,1.963870885944314,0.028368562975182254,0.00035000000000000005,81.05303707194929,0.012337600614673061
0.0002,44,0.9074129205120571,0.8824737056970828,0.26856430760973926,550.8064900267937,0.22373704393976368,1.8946543200137325,0.0301581345499332,0.00035000000000000005,86.16609871409484,0.011605492356316027
0.0002,45,0.8945776298873176,0.863348827165237,0.3128896801584496,559.6629357936928,0.28565730288391933,2.1323783317709695,0.030377727669463925,0.00035000000000000005,86.79350762703977,0.011521599107356027
0.0002,46,0.8999019385984762,0.8743814063034753,0.28428490070206686,558.2301425661915,0.2740402623603586,2.0827636765356763,0.032884654297047976,0.00035000000000000005,93.95615513442277,0.010643262259607187
0.0002,47,0.9037494284407864,0.8758885022248281,0.2848673879475169,563.9629629629629,0.26620329316938296,2.0438062265312764,0.0312743026180549,0.00035000000000000005,89.3551503372997,0.011191296710096495
0.0002,48,0.9066543438077634,0.8788581753057166,0.27647836842156126,569.9463955637708,0.2160078436427284,1.8409984057391915,0.0316973428199543,0.00035000000000000005,90.56383662844085,0.011041935028688459
0.0002,49,0.892974835230677,0.8686506381344042,0.2965014808642245,554.2654284002397,0.17837451066588983,1.7080752854025598,0.0322292064159296,0.00035000000000000005,92.08344690265598,0.010859715113153054
0.0003,0,0.8563962735741877,0.8197800687234655,0.41562506869288707,560.5092024539878,0.2077533160627354,1.8255170246950008,0.03200689851161181,0.000525,60.96552097449869,0.01640271392773451
0.0003,1,0.8858395705753384,0.8533556316511842,0.34197729443514996,559.4939895667952,0.2116008697776124,1.8341347908463146,0.0323192840191776,0.000525,61.56054098890972,0.016244171736245015
0.0003,2,0.8515742128935532,0.8152893375043652,0.425819485679829,554.7631184407796,0.27049484322196804,2.0702560767422016,0.02995910272844141,0.000525,57.06495757798364,0.017523889308660633
0.0003,3,0.8549368629240833,0.8188966347151899,0.4244435351723199,562.9351894112277,0.2859018448507413,2.1126197520071295,0.03068560374785221,0.000525,58.448769043528024,0.017109000178520083
0.0003,4,0.8533817521561508,0.8131555133188745,0.43293812111291263,559.8742623694961,0.2744541030260734,2.0973540113801836,0.029252579065911163,0.000525,55.71919822078317,0.01794713549246661
0.0003,5,0.8532777567260326,0.8152390898540685,0.43343636312844813,560.8484274346343,0.33045771057368256,2.317557945488354,0.030607230354495692,0.000525,58.29948638951561,0.01715280977466444
0.0003,6,0.8524291036265491,0.8147041127891217,0.42476339544204583,562.6361286398541,0.3129122962418478,2.2549856512268667,0.030274846354757603,0.000525,57.6663740090621,0.017341128468435572
0.0003,7,0.8897631894484412,0.8583460916207251,0.3281988219598899,554.5971223021583,0.30520072899525985,2.2111404244869948,0.031080021540376968,0.000525,59.200041029289466,0.016891880184766186
0.0003,8,0.855006105006105,0.8122375970099894,0.4358328871339779,564.7362637362637,0.2380141461326275,1.9466882437076531,0.029149546526529943,0.000525,55.52294576481894,0.018010571777580846
0.0003,9,0.8627792502839834,0.8243955999287103,0.4090075235700099,560.4244604316547,0.25077621478703804,2.0074155286961632,0.0319750400602453,0.000525,60.90483820999105,0.01641905683341847
0.0003,10,0.8590891695369307,0.8238675762490391,0.40642321424439326,566.4190585533869,0.49764115826110356,2.994545504571694,0.030775183271057535,0.000525,58.619396706776264,0.01705919979016779
0.0003,11,0.8672220971252721,0.8280863346955765,0.4027937056665285,555.469714028372,0.2347034884733148,1.9361386436532055,0.03031881812620818,0.000525,57.75012976420606,0.01731597840702701
0.0003,12,0.8571645762067654,0.8241634146274897,0.40532174180086683,562.5507411630558,0.24399921865551732,1.968963677184508,0.03031510361996253,0.000525,57.74305451421434,0.017318100131918628
0.0003,13,0.8667681766273315,0.8277018383553473,0.40384640536873834,563.4057860677578,0.2642866324458737,2.0442209927306085,0.02861908999305735,0.000525,54.51255236772828,0.018344398795606665
0.0003,14,0.8584411583487369,0.822991545137958,0.40790632775117824,569.9463955637708,0.2516406985523645,1.998406193076548,0.029338029089188544,0.000525,55.881960169882944,0.017894862616843935
0.0003,15,0.838741696571734,0.800315282278312,0.4613010514586835,565.037565854776,0.3255147853633389,2.289638682658266,0.03151767072912643,0.000525,60.033658531669396,0.016657322316488053
0.0003,16,0.853125957707631,0.8112598621131268,0.44153423667509684,566.9822249463683,0.20812940114410594,1.825885640918656,0.03158763740834291,0.000525,60.166928396843645,0.016620426314673895
0.0003,17,0.8584540696351362,0.8244147614358611,0.4028780528564945,561.3580368656603,0.22247856797184795,1.8769688885283857,0.033379130755004975,0.000525,63.57929667619996,0.015728390408167828
0.0003,18,0.8808995639868431,0.8483269003307323,0.3583922992501744,566.0730513271628,0.2877509937097784,2.13789936136141,0.031549906012100885,0.000525,60.095059070668356,0.016640303137468542
0.0003,19,0.8558761647129546,0.8218115586942669,0.4109237735973104,556.0946798917944,0.26148290873970836,2.0381855678127097,0.02923568520331647,0.000525,55.68701943488851,0.01795750625815483
0.0003,20,0.8488741121354088,0.8142413243854637,0.42776216373926373,559.1985794166541,0.21375993060064502,1.8467321468572422,0.031818020688430024,0.000525,60.60575369224767,0.016500083557708715
0.0003,21,0.8512691898464813,0.8089318938173882,0.4441149854384773,562.4227086183311,0.21581587145919912,1.8505889079418303,0.031195372787724027,0.000525,59.41975769090291,0.01682941901584191
0.0003,22,0.8594853108631292,0.825465183236133,0.4054397053942285,561.7834206331132,0.27717562776524574,2.106407949402664,0.0311551057626194,0.000525,59.34305859546553,0.01685117052723688
0.0003,23,0.8646547782350251,0.825790443996288,0.4046968672877299,563.9629629629629,0.2784207282529678,2.128556445930858,0.030437670260256885,0.000525,57.97651478144169,0.017248363475620657
0.0003,24,0.8515654328403033,0.8169850808147366,0.42197964055019604,555.6362339514978,0.35535045783035457,2.4426898488921505,0.031351186762303015,0.000525,59.71654621391051,0.016745777567542204
0.0003,25,0.8834063775124679,0.8534186902544147,0.3353011967985196,559.1985794166541,0.24513814377132803,2.004738807336752,0.030804281935505797,0.000525,58.67482273429676,0.017043085149628878
0.0003,26,0.8617678060533053,0.8226872854963603,0.41289202136241454,557.1812979972896,0.2108978728938382,1.8396967874721755,0.03084357611520972,0.000525,58.74966879087566,0.017021372555470624
0.0003,27,0.8331792975970426,0.7955772442380236,0.4736358734764583,569.9463955637708,0.25627999714924954,2.0260328436325974,0.030961770262821146,0.000525,58.974800500611714,0.016956394790850163
0.0003,28,0.8631986046864336,0.8296810380447269,0.3899984293919133,561.1880640024266,0.21606106200488284,1.8564499561408667,0.032504875154467844,0.000525,61.914047913272086,0.016151423363576216
0.0003,29,0.855255300089579,0.816085825417113,0.42867712602156116,552.4481934905942,0.21892636964912526,1.8644500905044745,0.027763601002363053,0.000525,52.88304952831058,0.01890965080341399
0.0003,30,0.8581982661138334,0.821688469127671,0.4166181962159863,557.894082171127,0.2252919982711319,1.890260183819592,0.029298902752036324,0.000525,55.807433813402525,0.01791875977210483
0.0003,31,0.8591986669696281,0.8210016712851029,0.41536079610653587,560.5092024539878,0.23623588419286534,1.9427722187383059,0.030609382188179837,0.000525,58.303585120342554,0.01715160393543437
0.0003,32,0.8586212144270279,0.8213812944288386,0.41821222948572406,563.1062243189773,0.3033478813886177,2.1976608423384563,0.03090413887522552,0.000525,58.865026429001,0.016988015816252665
0.0003,33,0.8774602217027373,0.8452874167554334,0.35724754975020634,558.0620616846392,0.25930283160414547,2.0298898440402926,0.031069401887504747,0.000525,59.17981311905666,0.016897653900802657
0.0003,34,0.8609462954510878,0.8209693265206932,0.41756855495568956,562.9351894112277,0.26846424935502,2.073745956736565,0.03175032370514857,0.000525,60.47680705742585,0.016535264486606385
0.0003,35,0.8685831622176592,0.8347970179581641,0.37951250923537233,562.8069815195072,0.21268269437132403,1.85412363787275,0.03096363646392419,0.000525,58.97835516937941,0.01695537281648681
0.0003,36,0.8407918046676423,0.8019369120594666,0.46069031827989987,569.990217977355,0.30202608642866835,2.197406444146171,0.030708705019849677,0.000525,58.49277146638034,0.017096129571750007
0.0003,37,0.90464299648849,0.8795588672167263,0.2768578763772787,577.4494732735076,0.23297343842568807,1.9298888758687767,0.030870879863382765,0.000525,58.80167593025289,0.017006318003353196
0.0003,38,0.8524927580423846,0.8140582344988774,0.43226758227001755,564.1346241805153,0.2014562012918759,1.7964971798165734,0.03039152544929396,0.000525,57.888619903417066,0.017274552436531167
0.0003,39,0.8532824427480916,0.8116602369046705,0.43710172664795277,564.9083969465648,0.2043607470986899,1.8202946555976636,0.029085317285409824,0.000525,55.40060435316157,0.018050344606808114
0.0003,40,0.9614177447753196,0.9485285480366858,0.11875614178023206,566.5056265788869,0.2737138093507383,2.0790855288609364,0.03237155297226707,0.000525,61.660100899556326,0.016217942971403658
0.0003,41,0.8703591453250492,0.8334662008266687,0.38379731500930314,560.7211698742234,0.2374222583603114,1.9421261731593618,0.03134152697450531,0.000525,59.69814661810536,0.016750938792071617
0.0003,42,0.8529837664812133,0.8153204580471426,0.4314830301636708,564.0058684551483,0.18400848066085018,1.7278201793144465,0.028438695080651884,0.000525,54.168943010765496,0.018460762651419296
0.0003,43,0.8636982159056547,0.8276432424663404,0.39460492023964716,559.4517689749017,0.28213501334539615,2.102349288752497,0.03178829579433372,0.000525,60.54913484634994,0.016515512608687298
0.0003,44,0.8528854174565861,0.818839117873605,0.4191267569758445,561.1880640024266,0.2043884206796065,1.808891092033336,0.03047060701731441,0.000525,58.03925146155126,0.01722971910935931
0.0003,45,0.868607099879663,0.8311360795256477,0.3919696114039499,556.5956678700361,0.21004614731646143,1.8428063588671941,0.032428559478226655,0.000525,61.76868472043173,0.016189433278789276
0.0003,46,0.8603982133393898,0.8254516536101469,0.4044926130293787,560.2550533727004,0.2030354647722561,1.804175305990035,0.03172839605623819,0.000525,60.43504010712036,0.016546692088356563
