p_s,mix_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
0.025,0.001,9,0.573006867721708,0.500742075064461,1.3407239905637576,726.261570618095,0.22120099008316174,1.8734316300203289,0.028117138303142795,0.00175,0.0,0.00175,16.066936173224455,0.06223961987640803
0.025,0.001,10,0.5837919336600076,0.5077448736161292,1.3178237947155866,733.4618921975123,0.22758572691236623,1.8993240444868495,0.02968570737994218,0.00175,0.0,0.00175,16.96326135996696,0.05895092805443562
0.025,0.001,11,0.5870635461637507,0.5083367716257191,1.3316564415187366,736.8687419525866,0.23849236822570674,1.9517774148178848,0.03095823570471651,0.00175,0.0,0.00175,17.69042040269515,0.05652776911099576
0.025,0.001,12,0.5859838685131639,0.5040834140111157,1.331398754023807,740.1212144270279,0.3056254405528307,2.206652971818974,0.03135893750671179,0.00175,0.0,0.00175,17.919392860978164,0.05580546214696992
0.025,0.001,13,0.6258954829952492,0.5615938038732838,1.1497101135151468,733.5009426136792,0.2615632120287046,2.0388675433138386,0.031447364969987374,0.00175,0.0,0.00175,17.969922839992783,0.05564854167177946
0.025,0.001,14,0.5870987372584817,0.509114151776048,1.3272897708117641,740.4650844363305,0.2707570484490134,2.082916204777782,0.03213150140403041,0.00175,0.0,0.00175,18.360857945160237,0.05446368590110417
0.025,0.001,15,0.6091718001368925,0.536861024291921,1.2314953026961364,740.2426040003043,0.21494097585673444,1.8631927894713836,0.031308477216776404,0.00175,0.0,0.00175,17.890558409586514,0.055895404553954996
0.025,0.001,16,0.5555726719556343,0.48022422682487587,1.4061374911915234,749.8423322806748,0.30428271990967914,2.2063530470843133,0.031232473348525264,0.00175,0.0,0.00175,17.84712762772872,0.05603142538445908
0.025,0.001,17,0.669683964104565,0.6105512249388998,0.9886393676200584,759.3736246586031,0.23524359581642784,1.9389499693495835,0.03125329962592313,0.00175,0.0,0.00175,17.85902835767036,0.055994087694614426
0.025,0.001,18,0.5773745997865528,0.497042542883387,1.365769946514965,741.832215276719,0.20372993030468933,1.8054868199207723,0.03074425207292399,0.00175,0.0,0.00175,17.568144041670852,0.05692120907183165
0.025,0.001,19,0.5577099236641221,0.48348596278103273,1.3866311755559195,742.6235114503817,0.20664712580037303,1.829472074726775,0.029447527381224182,0.00175,0.0,0.00175,16.827158503556674,0.059427739970990046
0.025,0.001,20,0.8444461456020822,0.7921605177259924,0.5266567289696577,745.157084896272,0.2759687577781733,2.0879754062922022,0.032492113590420806,0.00175,0.0,0.00175,18.56692205166903,0.053859223258284065
0.025,0.001,21,0.6057736020609183,0.5266889811967007,1.2614997909544579,737.4251401727535,0.23969425042741932,1.9511417692808695,0.0317298339779809,0.00175,0.0,0.00175,18.13133370170337,0.055153140770116314
0.025,0.001,22,0.5704595686304398,0.49261735642721083,1.3668239793857495,741.7673195640576,0.18629446884733625,1.7368620904580179,0.028806063260707098,0.00175,0.0,0.00175,16.460607577546913,0.060751098966969466
0.025,0.001,23,0.5882219534321137,0.5123646350247044,1.2918600539325997,735.5597218022377,0.2844351361563895,2.111336258199064,0.03219307802237734,0.00175,0.0,0.00175,18.396044584215623,0.054359511656001905
0.025,0.001,24,0.5786759687571092,0.5046356698994103,1.3357354446873249,737.6565556987943,0.20668929439852946,1.8179970690203977,0.030875465565894662,0.00175,0.0,0.00175,17.643123180511235,0.05667930727279678
0.025,0.001,25,0.5981498194945848,0.517048445361747,1.30334256224204,731.7100631768953,0.21232022906769998,1.8519310706746432,0.03289924650965196,0.00175,0.0,0.00175,18.799569434086834,0.053192707604612956
0.025,0.001,26,0.5847528200469377,0.5077247148343471,1.3125630723652282,737.2120523885229,0.2053084306535311,1.81317798458675,0.03210899571168758,0.00175,0.0,0.00175,18.34799754953576,0.05450186034199149
0.025,0.001,27,0.6128492045368045,0.539688459555807,1.2325581840838749,740.7334246783893,0.25649408050230704,2.0176888546569653,0.030025808940368697,0.00175,0.0,0.00175,17.15760510878211,0.05828319241874558
0.025,0.001,28,0.5749091190347281,0.49068810738351776,1.3849016441052362,752.737179982984,0.23385545518249273,1.9093499955207036,0.031098870980246933,0.00175,0.0,0.00175,17.770783417283962,0.056272139304077866
0.025,0.001,29,0.5917132572566439,0.5121494272268636,1.317279596946939,745.5191085241632,0.22193145094206557,1.8889104044142022,0.030841964594561216,0.00175,0.0,0.00175,17.623979768320694,0.05674087312546236
0.025,1.0,0,0.036047044447838704,0.03994049205369718,4.674255408333565,743.1360928669619,3.502815328363795,14.91035059909167,0.029127601854706163,1.75,0.0,1.75,0.01664434391697495,60.080469677157836
0.025,1.0,1,0.0341788642807878,0.03984705592048722,4.6791574728398855,746.3522875316116,3.490382219752064,14.977832184525436,0.03128328042123773,1.75,0.0,1.75,0.017876160240707272,55.94042493101051
0.025,1.0,2,0.05601628468033776,0.03998082939836747,4.675085434073881,734.2092882991556,3.4578094255411997,14.747524705304135,0.031663035378832416,1.75,0.0,1.75,0.018093163073618523,55.26949577202954
0.025,1.0,3,0.04533312981759902,0.03993730819111648,4.674650112167303,742.8077539494773,3.5504566954332404,15.116849378012562,0.03296012070208822,1.75,0.0,1.75,0.018834354686907556,53.094465758104064
0.025,1.0,4,0.21059402194475974,0.04008018136725838,4.672249379395562,736.0855088914112,3.4461332504288293,14.743166753691906,0.032066938816854816,1.75,0.0,1.75,0.01832396503820275,54.57334140919545
0.025,1.0,5,0.03742751713231418,0.04008551499589217,4.670021645706477,732.8924617817606,3.4757475641090423,14.970565562960813,0.030462001973770143,1.75,0.0,1.75,0.017406858270725797,57.448620793435346
0.025,1.0,6,0.03815063836216665,0.04012224284483237,4.667955791945997,735.0239480244768,3.5121036266791634,14.762652270323182,0.031293363974901116,1.75,0.0,1.75,0.017881922271372065,55.9223994391779
0.025,1.0,7,0.05717531238167361,0.040044635379752044,4.6712058403503685,737.4472548277167,3.471073307504412,14.855190250703114,0.030672910841312045,1.75,0.0,1.75,0.01752737762360688,57.05360045721513
0.025,1.0,8,0.04073272530530221,0.03998689674363867,4.672556488022458,752.0987014994589,3.502743319462752,14.755650989862172,0.030269315406758673,1.75,0.0,1.75,0.017296751661004955,57.81432372960942
0.025,1.0,9,0.038345638089498264,0.039884745570538095,4.6765123710219925,733.214479433479,3.459919507295126,15.083395636806515,0.030159791747316544,1.75,0.0,1.75,0.01723416671275231,58.02427333258048
0.025,1.0,10,0.0319447606039912,0.0399219771916933,4.675679842261377,737.9332271037256,3.4733699078205973,14.793933310939982,0.03324699852080556,1.75,0.0,1.75,0.018998284869031747,52.636330431598864
0.025,1.0,11,0.03224097479754787,0.04007197918188042,4.66951444917289,736.5208506773632,3.4750133540073875,15.039840051206292,0.03095457094991093,1.75,0.0,1.75,0.01768832625709196,56.534461512380794
0.025,1.0,12,0.0445522048795272,0.040065681782230744,4.670301001883551,737.272010910744,3.4789489704126026,15.068757313657517,0.03003897150351542,1.75,0.0,1.75,0.017165126573437384,58.25765372143982
0.025,1.0,13,0.03697249791650883,0.04000667701847899,4.672374820648209,736.9143874535949,3.4753432399011217,14.697845383960798,0.0342441389685698,1.75,0.0,1.75,0.019568079410611314,51.10363562086339
0.025,1.0,14,0.040286144578313254,0.03983137120260675,4.6782352016422095,732.7835843373495,3.493662225169828,14.831105924649135,0.03134859247422802,1.75,0.0,1.75,0.017913481413844582,55.82387794407969
0.025,1.0,15,0.040433323161428135,0.0399868197352325,4.6724153873002425,742.2933323161428,3.5250239770975895,15.01513125771582,0.03204123125843158,1.75,0.0,1.75,0.018309275004818045,54.617127097432984
0.025,1.0,16,0.038137842141178255,0.040013450000348595,4.671608310525903,738.2855409811207,3.5055151898704935,14.73603346313097,0.03213749432838231,1.75,0.0,1.75,0.01836428247336132,54.45352964106113
0.025,1.0,17,0.03583211846850303,0.039990553726944225,4.672942281631673,746.7805570474948,3.716812244965695,15.454259165025594,0.03269122335401325,1.75,0.0,1.75,0.018680699059436142,53.53118728685221
0.025,1.0,18,0.03433835845896147,0.03989951405667572,4.6754123556037435,740.8693467336683,3.4730329708836507,14.800931008329568,0.031348180524264864,1.75,0.0,1.75,0.017913246013865635,55.8246115319332
0.025,1.0,19,0.028663615217228183,0.03989558817285204,4.6753955441453225,730.3602461169055,3.445280379266478,14.87484042904693,0.030340102473727346,1.75,0.0,1.75,0.017337201413558483,57.679436037349966
0.025,1.0,20,0.03442673680953118,0.040087609043331515,4.670007894417273,752.6359275878075,3.5576029136718716,15.129741219704629,0.029996597176849778,1.75,0.0,1.75,0.017140912672485586,58.3399506844924
0.025,1.0,21,0.02368064952638701,0.039866345097627195,4.676377588559239,731.9127198917456,3.4722317078558262,14.600267841796294,0.03319068423225751,1.75,0.0,1.75,0.01896610527557572,52.7256379456981
0.025,1.0,22,0.03807280188464169,0.04001688714184354,4.671865460039883,739.9793297363021,3.427899702481227,14.425290356372807,0.03099817822000208,1.75,0.0,1.75,0.017713244697144047,56.45493059559171
0.025,1.0,23,0.04363524621648613,0.03997214173608452,4.674206186404515,747.9373895674887,3.531711536285002,15.265332754800573,0.03043659019645957,1.75,0.0,1.75,0.017392337255119756,57.49658515307548
0.025,1.0,24,0.04082726924549981,0.03998972159921994,4.672885415959083,745.5286863270777,3.48851697894861,14.594330175245362,0.0319843671600534,1.75,0.0,1.75,0.01827678123431623,54.71422933718843
0.025,1.0,25,0.05903097209444955,0.04010919508824744,4.669748616165388,746.0797301441276,3.5564581652579363,15.181237841379243,0.03100431491393116,1.75,0.0,1.75,0.017716751379389235,56.44375645319203
0.025,1.0,26,0.0315821439416945,0.03997620790590259,4.672941114741609,738.8839204372912,3.450913773092907,14.774207185058238,0.030073213113413745,1.75,0.0,1.75,0.017184693207664997,58.191321073684556
0.025,1.0,27,0.03324498296099962,0.039957766051442245,4.674731100377363,737.1202574782279,3.4907135493995156,14.820327651395527,0.03219208319281446,1.75,0.0,1.75,0.018395476110179693,54.36119152396495
0.025,1.0,28,0.03282012767555389,0.03993754655735803,4.675054217101077,730.9285767930905,3.5083909722452518,15.071899601548573,0.030240010982069222,1.75,0.0,1.75,0.017280006275468128,57.87034935396222
0.025,1.0,29,0.03884009691096305,0.0400317068069423,4.671805315728743,736.9646426408237,3.4487272551632486,14.588121406458932,0.03104437296671949,1.75,0.0,1.75,0.01773964169526828,56.37092434999583
0.05,0.0001,0,0.8807213265072209,0.8454178592344439,0.36005701691369163,1486.5411477038283,0.2491517445887439,1.9971235662269289,0.032840081471158744,0.00017500000000000003,0.0,0.00017500000000000003,187.65760840662136,0.005328854014984429
0.05,0.0001,1,0.8730910201588271,0.8413146958916554,0.36455276668338576,1485.3593463653024,0.2452055240282789,1.9804405967461411,0.0317705526955846,0.00017500000000000003,0.0,0.00017500000000000003,181.54601540334053,0.005508245376679303
0.05,0.0001,2,0.8805402468369169,0.8478287204686874,0.35698122607142874,1509.7900333773189,0.19264899971312843,1.755005988051149,0.03231497500369101,0.00017500000000000003,0.0,0.00017500000000000003,184.65700002109145,0.005415445934276959
0.05,0.0001,3,0.8807367613200306,0.847689922364854,0.35416865848906304,1493.1839600920953,0.23625763374730013,1.9338974358241439,0.03115079961627121,0.00017500000000000003,0.0,0.00017500000000000003,178.00456923583548,0.005617833319071241
0.05,0.0001,4,0.880827067669173,0.8533692544628259,0.33759010603646367,1462.887969924812,0.25655460183043033,2.017436107778572,0.03413165159227112,0.00017500000000000003,0.0,0.00017500000000000003,195.03800909869207,0.005127205741184455
0.05,0.0001,5,0.8925254985538134,0.8631763884156987,0.319171377118618,1480.477393819455,0.3199454547429923,2.2728089861178997,0.033176174022716734,0.00017500000000000003,0.0,0.00017500000000000003,189.57813727266702,0.005274869847263648
0.05,0.0001,6,0.8780229746070133,0.8451251773057432,0.35287166935109326,1470.131952841596,0.5337031777598895,3.1237428969299024,0.03363884872292164,0.00017500000000000003,0.0,0.00017500000000000003,192.22199270240932,0.0052023183504717975
0.05,0.0001,7,0.8870660053414727,0.857402516856969,0.3326898962734398,1483.9378099961846,0.29875899621401913,2.1876898161274907,0.0337754009956694,0.00017500000000000003,0.0,0.00017500000000000003,193.0022914038251,0.00518128563514133
0.05,0.0001,8,0.8596571081778183,0.8217034541016962,0.4152880221044053,1475.5868608708845,0.32284919248195365,2.275203699162821,0.03032347365339082,0.00017500000000000003,0.0,0.00017500000000000003,173.27699230509037,0.005771106635088004
0.05,0.0001,9,0.9351936566026228,0.9181973392716312,0.1821333101017084,1483.0569533394328,0.19563861069036648,1.7882668754253364,0.035022753122146796,0.00017500000000000003,0.0,0.00017500000000000003,200.1300178408388,0.004996751665686099
0.05,0.0001,10,0.8834766725017125,0.8556839722362329,0.32741402166484074,1480.616256944973,0.22353575981105678,1.8974970840940482,0.03143098726147873,0.00017500000000000003,0.0,0.00017500000000000003,179.60564149416413,0.0055677538393608455
0.05,0.0001,11,0.8759736822203736,0.8436958575195626,0.3598688616540515,1471.302125085079,0.27789798387675546,2.1012388219317817,0.03171438326478384,0.00017500000000000003,0.0,0.00017500000000000003,181.2250472273362,0.005518001045106964
0.05,0.0001,12,0.8757040931280511,0.8439959346065183,0.3569828923112794,1461.0338715734135,0.2148816518310923,1.8538776815169284,0.031711835192029185,0.00017500000000000003,0.0,0.00017500000000000003,181.2104868115953,0.005518444421153732
0.05,0.0001,13,0.8711480362537765,0.8340458965923736,0.3866268166983024,1469.4779456193353,0.3409764484676998,2.3339721105201003,0.03361120842380065,0.00017500000000000003,0.0,0.00017500000000000003,192.0640481360037,0.005206596495830827
0.05,0.0001,14,0.8603143857557923,0.818784087690277,0.4260334133211126,1448.5121060865679,0.20783835474867374,1.8330686610484777,0.03216312330689172,0.00017500000000000003,0.0,0.00017500000000000003,183.78927603938124,0.0054410138695237375
0.05,0.0001,15,0.8766036855609983,0.8493531865541541,0.32696436034083576,1512.2687971386363,0.2029901361092925,1.8023949756684603,0.03366371986718525,0.00017500000000000003,0.0,0.00017500000000000003,192.36411352677283,0.005198474817709812
0.05,0.0001,16,0.8788246906081543,0.8448440299029378,0.3599664173045881,1476.5367853617797,0.2330132905044593,1.9120506210506196,0.03104238653513708,0.00017500000000000003,0.0,0.00017500000000000003,177.385065915069,0.00563745315785938
0.05,0.0001,17,0.879653548092995,0.849211626853588,0.3457905645176735,1477.955857772375,0.24580250622238964,1.9708367462475533,0.03176299543394034,0.00017500000000000003,0.0,0.00017500000000000003,181.5028310510876,0.005509555934797127
0.05,0.0001,18,0.8918175567270227,0.8613814246476013,0.3210374926657027,1485.99862479945,0.23178991093300283,1.9149369295668475,0.03397891884692646,0.00017500000000000003,0.0,0.00017500000000000003,194.1652505538655,0.0051502521545305
0.05,0.0001,19,0.8759433235792392,0.8463221914613083,0.3499353817905734,1497.9908362852302,0.27632037753937766,2.1061298060150992,0.03506519134033712,0.00017500000000000003,0.0,0.00017500000000000003,200.37252194478353,0.0049907042657055
0.05,0.0001,20,0.8658239415169052,0.8372070646157697,0.37282530708779577,1481.3650624428876,0.19567877182271332,1.7748315771828607,0.029966238585834606,0.00017500000000000003,0.0,0.00017500000000000003,171.235649061912,0.005839905448884885
0.05,0.0001,21,0.8785400575495986,0.8454464269438221,0.35814269761847084,1472.5942753293957,0.22653338412055746,1.8991396357182087,0.03180694585825099,0.00017500000000000003,0.0,0.00017500000000000003,181.75397633286275,0.005501942902028224
0.05,0.0001,22,0.8804323350596712,0.8477177386983434,0.34870642493502435,1459.949410793365,0.25860626294161193,2.024628311689708,0.03428299176784381,0.00017500000000000003,0.0,0.00017500000000000003,195.90281010196458,0.005104572004247996
0.05,0.0001,23,0.8799727210729711,0.8502187982571213,0.34592116025557573,1473.9356671970902,0.3472750342625659,2.363496265642774,0.034861118686390004,0.00017500000000000003,0.0,0.00017500000000000003,199.20639249365715,0.0050199192279024914
0.05,0.0001,24,0.8636640292148509,0.8272653339528776,0.39481190350205075,1479.9003347534997,0.31783395519596525,2.2699425803021556,0.030999490878149835,0.00017500000000000003,0.0,0.00017500000000000003,177.1399478751419,0.005645254003940747
0.05,0.0001,25,0.8709751609935602,0.8383060356811491,0.37372227291938137,1491.141137687826,0.29034096898976713,2.150343741059741,0.03272162850780481,0.00017500000000000003,0.0,0.00017500000000000003,186.98073433031317,0.005348144575330619
0.05,0.0001,26,0.8789327575570636,0.8462068222210513,0.35343915570784007,1499.9593615052436,0.22245141005259939,1.8843121566358456,0.03392924035573692,0.00017500000000000003,0.0,0.00017500000000000003,193.8813734613538,0.00515779304709397
0.05,0.0001,27,0.8779700115340254,0.8444015311779839,0.3604741717533656,1495.7870049980777,0.21322203119052574,1.8390488029404721,0.03317698229328566,0.00017500000000000003,0.0,0.00017500000000000003,189.58275596163233,0.005274741338829253
0.05,0.0001,28,0.8757995735607675,0.8434460923779195,0.36298255859914064,1481.4286475784343,0.33506270064390264,2.3257988926023137,0.03321657325098266,0.00017500000000000003,0.0,0.00017500000000000003,189.80899000561516,0.005268454354930274
0.05,0.0001,29,0.8773878276321635,0.8414155390439372,0.3670586648122783,1440.1133570265067,0.22445406529004686,1.9022725304585288,0.034178058266673125,0.00017500000000000003,0.0,0.00017500000000000003,195.30319009527497,0.005120244065200209
0.05,0.001,0,0.42569115625477316,0.35149547075255094,1.9304348091406696,1484.950664426455,0.25080967726535164,2.00301434084721,0.0325063239730344,0.00175,0.0,0.00175,18.57504227030537,0.05383567829606668
0.05,0.001,1,0.403937185363288,0.33187460527771184,2.0609082298176093,1461.361484709595,0.2857507411390543,2.1443326990375877,0.03161475005155694,0.00175,0.0,0.00175,18.06557145803254,0.05535390908187228
0.05,0.001,2,0.44120125641614955,0.367024994684553,1.9300309848781383,1490.4589749482877,0.26434211918967776,2.039387365844772,0.035872396472607676,0.00175,0.0,0.00175,20.49851227006153,0.04878402816874273
0.05,0.001,3,0.430316742081448,0.3506410290728143,1.989277526230926,1466.3858974358975,0.22726334544131532,1.9040677764553702,0.03469948174304731,0.00175,0.0,0.00175,19.82827528174132,0.05043302989246072
0.05,0.001,4,0.452345045996079,0.3882955127400225,1.853287727899414,1466.566053385613,0.23337151476880535,1.9362402800840002,0.031879624142974974,0.00175,0.0,0.00175,18.216928081699987,0.05489399724888638
0.05,0.001,5,0.3922189549875594,0.3223056578418005,2.081099005483911,1466.8308075096131,0.4456261345767416,2.7686207357614947,0.031208901848129748,0.00175,0.0,0.00175,17.833658198931285,0.05607374487304724
0.05,0.001,6,0.43826687116564417,0.36504997147730717,1.9016413606696614,1492.0697852760736,0.2840228323475458,2.106851379155939,0.03336813728612937,0.00175,0.0,0.00175,19.067507020645355,0.05244524094928873
0.05,0.001,7,0.40073778513889935,0.3331571011737041,2.0694182773008656,1464.5215689226832,0.21876512223389,1.8610825893215237,0.03222296427883051,0.00175,0.0,0.00175,18.413122445046003,0.05430909412482873
0.05,0.001,8,0.41348686686234665,0.3411558271048169,2.0268911922762953,1464.189508542184,0.19921609450830147,1.790319089298341,0.03164472683680917,0.00175,0.0,0.00175,18.082701049605237,0.0553014727864359
0.05,0.001,9,0.43094743094743093,0.3582371004755372,1.9560184696327643,1444.1337243837245,0.20298379610176198,1.811184382370263,0.033306999862733534,0.00175,0.0,0.00175,19.03257135013345,0.05254150800769169
0.05,0.001,10,0.4375558201845787,0.3628395712976126,1.954955922645205,1447.7099583209288,0.2691115834459197,2.06173819906888,0.032523880409328514,0.00175,0.0,0.00175,18.585074519616292,0.05380661772136096
0.05,0.001,11,0.42578927348801826,0.35458371853663617,1.981749946118369,1479.6374286801065,0.43158996899728663,2.7130710506078994,0.031737080090358014,0.00175,0.0,0.00175,18.135474337347436,0.055140548374885454
0.05,0.001,12,0.46072427610191274,0.3876143086344254,1.8279452835564227,1470.9649202389053,0.2688694238313474,2.079997218621801,0.031899285178324514,0.00175,0.0,0.00175,18.228162959042578,0.05486016348695866
0.05,0.001,13,0.41828528072837634,0.34325088648889734,2.0092827003968297,1475.8141122913505,0.3495740571524948,2.403163517193549,0.03036991428109158,0.00175,0.0,0.00175,17.354236732052332,0.05762281657441347
0.05,0.001,14,0.44585166085241923,0.36498563696190955,1.9306694420017256,1474.8959502502655,0.24411317662452348,1.990186715549779,0.03308223955343351,0.00175,0.0,0.00175,18.904136887676287,0.05289847433616001
0.05,0.001,15,0.42839768926725447,0.35373663610461675,1.9724053395737962,1478.632715110976,0.23344405691022985,1.9428927214758431,0.029470087588918368,0.00175,0.0,0.00175,16.840050050810497,0.05938224631059638
0.05,0.001,16,0.41872366044551473,0.3422401286465388,2.007784580584466,1463.6994280553884,0.27642550799646415,2.071777502690531,0.030444450774481838,0.00175,0.0,0.00175,17.39682901398962,0.05748173987316035
0.05,0.001,17,0.42188459177409454,0.34408203848918834,1.990692854288632,1492.6477900552486,0.2472099372826051,1.999006718042828,0.035009400920079384,0.00175,0.0,0.00175,20.005371954331075,0.04998657372044034
0.05,0.001,18,0.43792840822543794,0.36458662846769513,1.9275419761208081,1481.7020563594822,0.2626553247391712,2.059903042147617,0.03347117552366248,0.00175,0.0,0.00175,19.126386013521415,0.05228379262517493
0.05,0.001,19,0.40223880597014927,0.3331506602393906,2.0462923331023575,1451.2819402985074,0.2621721607283689,2.0490269427786174,0.03340640506610698,0.00175,0.0,0.00175,19.089374323489704,0.05238516375937414
0.05,0.001,20,0.40621473177338047,0.3330530535248771,2.06242745320765,1463.8590023324055,0.3228411778109148,2.2451706169055514,0.032499861622451456,0.00175,0.0,0.00175,18.57134949854369,0.053846383111707474
0.05,0.001,21,0.4177798249654537,0.34596168212545275,2.0111652542830565,1493.657838169814,0.26644189123180695,2.051502881668242,0.03326026323431294,0.00175,0.0,0.00175,19.00586470532168,0.05261533823925401
0.05,0.001,22,0.4221206722949423,0.34653265509997067,1.9959344712268128,1506.8749128649988,0.21894279669504613,1.868309557713913,0.03423225187778903,0.00175,0.0,0.00175,19.561286787308013,0.051121381270726615
0.05,0.001,23,0.4389321636542388,0.3670426587640934,1.9445647280852552,1471.3723058307494,0.24834225568338297,2.008934701876033,0.03182921906124078,0.00175,0.0,0.00175,18.188125177851877,0.05498092795280101
0.05,0.001,24,0.3972175764026152,0.32461459427879125,2.087007113245151,1479.384141705945,0.20960942053352483,1.838322614728314,0.031407909810404366,0.00175,0.0,0.00175,17.94737703451678,0.05571844833240972
0.05,0.001,25,0.4117920148560817,0.34786821678514346,1.9980455266803894,1504.7717424945838,0.233781471994007,1.9442740595784425,0.031061740385496927,0.00175,0.0,0.00175,17.749565934569674,0.05633940591484354
0.05,0.001,26,0.42293661650706793,0.34393579941102387,2.010491155261801,1478.2679738562092,0.25476692558731884,2.0048594245783216,0.03222738771510178,0.00175,0.0,0.00175,18.415650122915302,0.05430163981860524
0.05,0.001,27,0.44649136217703717,0.3771491136678439,1.8611573133297692,1486.965983794527,0.2128635093686171,1.8364842610551726,0.03315655766893389,0.00175,0.0,0.00175,18.946604382247937,0.05277990608897456
0.05,0.001,28,0.39111111111111113,0.32247684826698025,2.0913279112928715,1490.0307279693486,0.2057044634129852,1.8249434810526033,0.03220623105733192,0.00175,0.0,0.00175,18.403560604189668,0.05433731121424105
0.05,0.001,29,0.40062419121565046,0.3267562166570825,2.050698465774376,1480.6202329298926,0.21439697837922722,1.8503085527017333,0.030807874231465502,0.00175,0.0,0.00175,17.60449956083743,0.05680365957261162
0.05,1.0,0,0.02624692118226601,0.020035090228679702,5.656044593321791,1496.6377001231526,3.5273568002157845,14.982393365627741,0.03331331000143254,1.75,0.0,1.75,0.019036177143675736,52.53155570325334
0.05,1.0,1,0.04080403523300459,0.02001344006635339,5.657187025688778,1464.6192125272905,3.4734145562688354,14.969698715162114,0.03178379291872949,1.75,0.0,1.75,0.018162167382131136,55.059507984925354
0.05,1.0,2,0.014271764440772177,0.01997644620384474,5.659493087517368,1461.3528130398859,3.517970626591705,14.943049596544,0.031013034984206326,1.75,0.0,1.75,0.01772173427668933,56.42788591607379
0.05,1.0,3,0.0366535051776801,0.02004835067286231,5.655545370978405,1449.1047455859346,3.462088931846665,14.83940064686504,0.03169500111411737,1.75,0.0,1.75,0.01811142920806707,55.2137541721217
0.05,1.0,4,0.024178171001449165,0.019979803139235707,5.658879113024449,1483.7378537106247,3.4726858978392556,15.00272990921808,0.03264129759640269,1.75,0.0,1.75,0.018652170055087253,53.61306470220911
0.05,1.0,5,0.015336724622276213,0.02002012505601417,5.656507645682799,1476.612937514236,3.5300643199589103,14.899040061540513,0.033094781164343126,1.75,0.0,1.75,0.018911303522481788,52.87842791012256
0.05,1.0,6,0.032024950555301995,0.020015880487774113,5.656797736911735,1479.7031036056594,3.450238653458655,14.746380273600506,0.03329120307605533,1.75,0.0,1.75,0.019023544614888758,52.56643912813971
0.05,1.0,7,0.015347395478944583,0.019970671558340727,5.6602335476074455,1470.126332501701,3.521577609673841,14.95847012964303,0.02926387919591863,1.75,0.0,1.75,0.016722216683382075,59.800684259387886
0.05,1.0,8,0.02959654833093634,0.020031093019342156,5.656385166478731,1472.2449473923245,3.4904802558012307,15.144787960531524,0.03301421689132569,1.75,0.0,1.75,0.018865266795043252,53.0074666244712
0.05,1.0,9,0.014163447701280012,0.019971718371987527,5.659900333147322,1473.7680830114368,3.4680311660049483,14.855342276753143,0.03069184061681314,1.75,0.0,1.75,0.017538194638178937,57.01841156575476
0.05,1.0,10,0.01364566750056857,0.019978915047788117,5.659434316092859,1474.8589947691607,3.5092636141052935,15.053636083825,0.0323639097211967,1.75,0.0,1.75,0.018493662697826686,54.07257698700845
0.05,1.0,11,0.2027908387683907,0.020073048458931222,5.656211734884363,1475.456165630214,3.4800099667336326,14.731930534582178,0.033148379623967196,1.75,0.0,1.75,0.01894193121369554,52.792927432709305
0.05,1.0,12,0.021240441801189464,0.020016092088544525,5.657043962057773,1502.3835637599443,3.533417532336898,15.008802324769652,0.03328728741972683,1.75,0.0,1.75,0.01902130709698676,52.57262263319507
0.05,1.0,13,0.018937679191187565,0.019999211891623063,5.657954620281624,1467.5362909310397,3.7937380679068156,15.881411999237264,0.032080499807581084,1.75,0.0,1.75,0.01833171417576062,54.55027229926293
0.05,1.0,14,0.020758661887694145,0.020028705256109548,5.655797592208829,1451.955719832736,3.5346056179259904,14.82735293411662,0.03250187229299792,1.75,0.0,1.75,0.018572498453141666,53.843052000946216
0.05,1.0,15,0.014730321800876266,0.020031533929507968,5.655810719220838,1469.2331923251247,3.6326989702065475,15.36831865052717,0.03272877113065952,1.75,0.0,1.75,0.01870215493180544,53.469774132785645
0.05,1.0,16,0.01489298009280048,0.02000638684012458,5.657416836761206,1455.5981888938782,3.449152293993393,14.822419939412047,0.0334999928963973,1.75,0.0,1.75,0.0191428530836556,52.238817047277664
0.05,1.0,17,0.016637276700145674,0.020048131427457764,5.654870737667074,1490.8659050831864,3.478461535007227,14.902991193800538,0.032788252138771574,1.75,0.0,1.75,0.018736144079298044,53.37277487660446
0.05,1.0,18,0.020200474405080725,0.02001369274554543,5.657125811830201,1488.7977657051038,3.776851717324462,16.073382031154928,0.03312670094945043,1.75,0.0,1.75,0.01892954339968596,52.82747601913049
0.05,1.0,19,0.012470534560109497,0.01999265553958841,5.658371662485039,1478.9593947228348,3.448489051719662,14.499452186570997,0.031087478202022702,1.75,0.0,1.75,0.01776427325829869,56.29276162664544
0.05,1.0,20,0.02515579875360997,0.019972284527017267,5.659778588182441,1478.455312357501,3.5222828557889443,15.052613762108207,0.03061318661554878,1.75,0.0,1.75,0.0174932494945993,57.164908115483655
0.05,1.0,21,0.016475095785440614,0.019981901768720566,5.659476414057515,1490.9509578544062,3.4856932747352403,14.64753124307037,0.03230364455197013,1.75,0.0,1.75,0.018459225458268644,54.17345393287122
0.05,1.0,22,0.018452696059895635,0.019999263495782724,5.658095577317066,1471.006806322317,3.481704370904481,15.028851650062128,0.030498892642160113,1.75,0.0,1.75,0.01742793865266292,57.37913243384087
