shape,N,mean,sd,se,ci95_lo,ci95_hi,median,reps,seed
1.1,1000,0.18444558326493316,0.1701487178672607,0.00012031331221413673,0.18420976917299345,0.18468139735687286,0.1233263329573531,2000000,0
1.2,1000,0.1431030747168856,0.1430782418160051,0.00010117159502834585,0.14290477839063004,0.14330137104314117,0.09262554051734063,2000000,0
1.3333333333333333,1000,0.10240311826207753,0.11051729220901063,7.814752675936662e-05,0.10224994910962917,0.10255628741452588,0.06537522257506331,2000000,0
1.5,1000,0.06912036945123898,0.07835815678660786,5.5407584025089107e-05,0.06901177058654981,0.06922896831592815,0.044653018834024394,2000000,0
2.0,1000,0.02660621387038162,0.02789566982366929,1.9725217298057496e-05,0.02656755244447743,0.026644875296285814,0.019147650252459285,2000000,0
3.0,1000,0.008980008206941477,0.005656098063451923,3.999465295722954e-06,0.008972169254961861,0.008987847158921093,0.007540711203904622,2000000,0
5.0,1000,0.003704487663187199,0.0011485426176131475,8.121422733960044e-07,0.003702895864331343,0.003706079462043055,0.0034269732173409064,2000000,0
