mix_scale,jitter_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
1e-06,0.0,11,0.9990096747162337,0.9982587317907411,0.00415807382888035,563.7485335567914,0.22864119586301968,1.9082282316473345,0.030816662745428734,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17609.521568816417,5.678745990299001e-05
1e-06,0.0,12,0.9991640702181017,0.9988025830313537,0.0026691564665243727,562.3800440762976,0.2176969083957374,1.8524718982925057,0.030576917557061958,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17472.524318321117,5.7232714734380584e-05
1e-06,0.0,13,0.9991694979237448,0.99878466790213,0.002876896059582149,558.7349943374859,0.2387046135845594,1.9589847285814286,0.03137303749295779,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17927.44999597588,5.578038149454981e-05
1e-06,0.0,14,0.9993944898577051,0.9987972781645752,0.0033713956539156774,560.1280653950954,0.2199849204334896,1.8793264611368836,0.031284893342783344,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17877.08191016191,5.593754087078204e-05
1e-06,0.0,15,0.9988567944516424,0.9984918478060656,0.003481275728524307,564.0058684551483,0.24968142787110992,1.9764118426148487,0.03163028511474909,1.7500000000000002e-06,0.0,1.7500000000000002e-06,18074.44863699948,5.532672227427951e-05
1e-06,0.0,16,0.998299056749652,0.9980349968918293,0.0038225380477766493,572.1458172259162,0.24414180088206194,1.968159807038393,0.032715256359032635,1.7500000000000002e-06,0.0,1.7500000000000002e-06,18694.432205161505,5.349186265865307e-05
1e-06,0.0,17,0.9987645741641572,0.9982702008988017,0.0037953651011521693,571.3961084086171,0.24633460145560093,1.9820578863820597,0.03019140217548566,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17252.229814563234,5.7963521860569224e-05
1e-06,0.0,18,0.9990052796694467,0.9988236180722861,0.0023546493342074533,566.2460019894406,0.2561315557686612,2.0314049933904985,0.030280689821197963,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17303.251326398833,5.779260678450313e-05
1e-06,0.0,19,0.999240525556315,0.9989619435745114,0.0022880420921792435,562.038961038961,0.2673808416875545,2.0560793030455384,0.031027475055296468,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17729.985745883692,5.640162458856834e-05
1e-06,0.0,20,0.9992331876389847,0.9987657311483789,0.002975806927314499,567.4596273291926,0.2419853778264951,1.9595323547440506,0.032236361877650145,1.7500000000000002e-06,0.0,1.7500000000000002e-06,18420.77821580008,5.4286522984260704e-05
1e-06,0.0,21,0.9990938609076493,0.9986306848512781,0.0031354389213502985,558.8192252510761,0.22293620981508866,1.878356241616013,0.03396288927628865,1.7500000000000002e-06,0.0,1.7500000000000002e-06,19407.36530073637,5.152682935081648e-05
1e-06,0.0,22,0.9997706947947719,0.9994134024367813,0.0015595907512801505,565.641137353818,0.2577774372184649,1.9990604144615691,0.02943013424031541,1.7500000000000002e-06,0.0,1.7500000000000002e-06,16817.219565894517,5.946286162713898e-05
1e-06,0.0,23,0.9990843888295438,0.998635171478062,0.0032111955924459625,564.6502365328857,0.26246391609311104,2.040801199249697,0.033343370465324644,1.7500000000000002e-06,0.0,1.7500000000000002e-06,19053.35455161408,5.248419627583565e-05
1e-06,0.0,24,0.9987465726596161,0.9986041546192147,0.003122235177047711,579.7074030552292,0.2943253594567068,2.18038315625557,0.030976975443665445,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17701.12882495168,5.6493572239889604e-05
1e-06,0.0,25,0.999164451196354,0.9988457072760611,0.0022370667970124493,562.1241929358147,0.259824208158534,2.02750038553656,0.03239608146807453,1.7500000000000002e-06,0.0,1.7500000000000002e-06,18512.046553185442,5.401887884880701e-05
1e-06,0.0,26,0.9990235841970858,0.9985140320069189,0.0036559844046296108,555.8445245606129,0.24234982728376053,1.9708585323037013,0.03001588622669415,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17151.934986682372,5.830245979689467e-05
1e-06,0.0,27,0.9986254295532646,0.99825372939756,0.003409317076919797,565.1237113402062,0.2458689879567828,1.9673567450131735,0.029567171313125862,1.7500000000000002e-06,0.0,1.7500000000000002e-06,16895.526464643346,5.9187264871128077e-05
1e-06,0.0,28,0.9987871437234688,0.99861774911445,0.0026663091849618197,560.9757428744693,0.23820058998535387,1.937121428046209,0.03188170504254103,1.7500000000000002e-06,0.0,1.7500000000000002e-06,18218.1171671663,5.4890414350954736e-05
1e-06,0.0,29,0.9987909928970833,0.9982595004595458,0.003715574688643488,559.1985794166541,0.25091263829381205,1.99841564261025,0.030961378618490305,1.7500000000000002e-06,0.0,1.7500000000000002e-06,17692.21635342303,5.652203093291494e-05
1e-06,0.0001,0,0.8929144691584499,0.8646515346077602,0.30751402168615366,565.641137353818,0.24620671290904284,1.976808922513777,0.030805635284124736,1.7500000000000002e-06,0.0002,0.0002000076561034602,154.0222803680553,0.006492567163727067
1e-06,0.0001,1,0.8767091895195173,0.8426927289201795,0.3619649812979082,565.2960812772134,0.2524546727654524,2.01300947425736,0.03159568143951303,1.7500000000000002e-06,0.0002,0.0002000076561034602,157.97235993390763,0.006330221314781771
1e-06,0.0001,2,0.9071325264520058,0.8796864414220869,0.27423642901252154,563.3201644211007,0.2700576309580356,2.0700093488090694,0.030530965508348384,1.7500000000000002e-06,0.0002,0.0002000076561034602,152.64898405966665,0.006550977107119987
1e-06,0.0001,3,0.8710801393728222,0.8418778837449206,0.36250805563789945,560.5515830934706,0.23724915174534544,1.9580499039526598,0.031009173701401507,1.7500000000000002e-06,0.0002,0.0002000076561034602,155.0399334981509,0.006449951167012895
1e-06,0.0001,4,0.8751987883377509,0.8456461682469945,0.3478436954964472,560.4244604316547,0.24311023016343825,1.9581961245677713,0.03221785394174672,1.7500000000000002e-06,0.0002,0.0002000076561034602,161.08310336420837,0.006207975753602184
1e-06,0.0001,5,0.8844657973003889,0.8540123426182903,0.3328795397694607,564.3493479752917,0.25824121315963566,2.013078106658809,0.030999116890259387,1.7500000000000002e-06,0.0002,0.0002000076561034602,154.9896513672663,0.006452043676325085
