p_s,shape,rep,stake_top1_hit,stake_top_jaccard,stake_confidence,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.01,3.0,100,0.04,0.036725146198830404,0.016560000000000002,295.4548560817195,,,,,,,,
0.01,3.0,101,0.04,0.027368421052631577,0.018120000000000004,295.72459023313473,,,,,,,,
0.01,3.0,102,0.12,0.0564155486756106,0.01828,294.62273977236646,,,,,,,,
0.01,3.0,103,0.04,0.017076023391812866,0.01684,296.07892323835745,,,,,,,,
0.01,3.0,104,0.04,0.017309941520467834,0.016880000000000003,296.5033212641623,,,,,,,,
0.01,3.0,105,0.08,0.04167870657034744,0.01776,296.7051972424615,,,,,,,,
0.01,3.0,106,0.0,0.02647402820777434,0.017120000000000003,294.76593950377713,,,,,,,,
0.01,3.0,107,0.0,0.03438596491228069,0.017,296.12120040827244,,,,,,,,
0.01,3.0,108,0.0,0.004210526315789474,0.015960000000000002,296.3569438927905,,,,,,,,
0.01,3.0,109,0.0,0.017076023391812866,0.015960000000000002,295.40698091963,,,,,,,,
0.01,3.0,110,0.08,0.023625730994152043,0.01756,296.2016351234802,,,,,,,,
0.01,3.0,111,0.0,0.008421052631578947,0.01652,296.20706260650326,,,,,,,,
0.01,3.0,112,0.0,0.008421052631578947,0.01584,294.66252743610534,,,,,,,,
0.01,3.0,113,0.0,0.021052631578947368,0.01592,295.41414379784345,,,,,,,,
0.01,3.0,114,0.0,0.056883384932920535,0.01716,295.77158092514134,,,,,,,,
0.01,3.0,115,0.0,0.03181286549707602,0.016880000000000003,296.5145604352502,,,,,,,,
0.01,3.0,116,0.04,0.025964912280701757,0.01564,296.43887895170246,,,,,,,,
0.01,3.0,117,0.08,0.03980736154110767,0.0164,295.9859311006459,,,,,,,,
0.01,3.0,118,0.0,0.026240110079119368,0.0154,295.224308274044,,,,,,,,
0.01,3.0,119,0.08,0.03278981768145855,0.01668,296.1030417146023,,,,,,,,
0.025,1.3333333333333333,0,0.16,0.11720674234606124,0.011120000000000001,739.230549578845,,,,,,,,
0.025,1.3333333333333333,1,1.0,0.27727584421082874,0.00944,740.3195292179928,,,,,,,,
0.025,1.3333333333333333,2,1.0,0.24433239962651726,0.00888,739.6930700548888,,,,,,,,
0.025,1.3333333333333333,3,0.64,0.29402427637721756,0.011920000000000002,737.306766610224,,,,,,,,
0.025,1.3333333333333333,4,0.44,0.2639425108774954,0.009640000000000001,739.8070645963573,,,,,,,,
0.025,1.3333333333333333,5,1.0,0.17485036119711045,0.00936,738.0323380050593,,,,,,,,
0.025,1.3333333333333333,6,1.0,0.3108942038353803,0.00772,740.4260728135795,,,,,,,,
0.025,1.3333333333333333,7,1.0,0.1258857929136567,0.00764,743.5286532564016,,,,,,,,
0.025,1.3333333333333333,8,0.44,0.21392156862745096,0.01064,738.5514831177483,,,,,,,,
0.025,1.3333333333333333,9,0.68,0.24901027077497667,0.01,737.8346377127295,,,,,,,,
0.025,1.3333333333333333,10,1.0,0.17091503267973857,0.0076,737.770005812166,,,,,,,,
0.025,1.3333333333333333,11,1.0,0.1410732714138287,0.007320000000000001,738.9968966951125,,,,,,,,
0.025,1.3333333333333333,12,0.44,0.3166436831142713,0.00912,738.6566832393288,,,,,,,,
0.025,1.3333333333333333,13,1.0,0.261391223155929,0.009519999999999999,738.5097309972505,,,,,,,,
0.025,1.3333333333333333,14,0.68,0.29554621848739493,0.00996,738.3738984395975,,,,,,,,
