p_s,shape,rep,stake_top_jaccard,stake_confidence,stake_top1_hit,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.7,1.1,114,0.01894736842105263,0.00132,0.0,20656.795883028157,,,,,,,,
0.7,1.1,115,0.07446852425180599,0.00104,0.8,20717.726137555685,,,,,,,,
0.7,1.1,116,0.02783625730994152,0.0011600000000000002,0.0,20647.46315017606,,,,,,,,
0.7,1.1,117,0.06460268317853457,0.0011200000000000001,0.88,20644.25603589034,,,,,,,,
0.7,1.1,118,0.030175438596491223,0.00092,0.08,20653.113354077792,,,,,,,,
0.7,1.1,119,0.034152046783625725,0.00128,0.08,20598.326633617875,,,,,,,,
0.7,1.2,0,0.016842105263157894,0.00132,0.08,20618.051067527045,,,,,,,,
0.7,1.2,1,0.023859649122807015,0.00096,0.0,20622.640708159477,,,,,,,,
0.7,1.2,2,0.008421052631578947,0.0014000000000000002,0.04,20684.277652386496,,,,,,,,
0.7,1.2,3,0.010526315789473684,0.0008800000000000001,0.0,20653.454912184137,,,,,,,,
0.7,1.2,4,0.07204678362573098,0.0015200000000000003,0.56,20653.674311754898,,,,,,,,
0.7,1.2,5,0.05286549707602339,0.0008799999999999999,0.88,20725.334099818374,,,,,,,,
0.7,1.2,6,0.017076023391812866,0.0011200000000000001,0.0,20665.66863574785,,,,,,,,
0.7,1.2,7,0.03170278637770898,0.00116,0.04,20665.65053769063,,,,,,,,
0.7,1.2,8,0.00631578947368421,0.0011600000000000002,0.0,20657.04860764681,,,,,,,,
0.7,1.2,9,0.01894736842105263,0.0014800000000000002,0.04,20638.157887546855,,,,,,,,
0.7,1.2,10,0.026474028207774336,0.00116,0.2,20669.2957099381,,,,,,,,
0.7,1.2,11,0.014736842105263158,0.0011200000000000001,0.0,20621.09176278558,,,,,,,,
0.7,1.2,12,0.04935672514619883,0.001,0.44,20631.778455136413,,,,,,,,
0.7,1.2,13,0.031578947368421054,0.0010800000000000002,0.12,20677.510806506874,,,,,,,,
0.7,1.2,14,0.0598830409356725,0.0012000000000000001,0.76,20746.01481151499,,,,,,,,
0.7,1.2,15,0.017076023391812866,0.00136,0.08,20618.858733919387,,,,,,,,
0.7,1.2,16,0.01263157894736842,0.00108,0.0,20609.787497284775,,,,,,,,
0.7,1.2,17,0.01894736842105263,0.0010400000000000001,0.04,20688.491788401505,,,,,,,,
0.7,1.2,18,0.029707602339181287,0.0011200000000000001,0.28,20678.78535537303,,,,,,,,
0.7,1.2,19,0.016842105263157894,0.0014000000000000002,0.04,20681.366894694944,,,,,,,,
0.7,1.2,20,0.014736842105263158,0.0008,0.06,20672.59411184102,,,,,,,,
0.7,1.2,21,0.04654970760233918,0.00144,0.36,20721.253666542016,,,,,,,,
0.7,1.2,22,0.014736842105263158,0.0010400000000000001,0.0,20690.508981161685,,,,,,,,
0.7,1.2,23,0.008421052631578947,0.00136,0.0,20661.501345803248,,,,,,,,
0.7,1.2,24,0.02760233918128655,0.0010800000000000002,0.0,20718.9790972267,,,,,,,,
0.7,1.2,25,0.021754385964912276,0.0012400000000000002,0.0,20635.763863747317,,,,,,,,
0.7,1.2,26,0.023391812865497075,0.0015200000000000003,0.04,20711.666257972975,,,,,,,,
0.7,1.2,27,0.008421052631578947,0.0012,0.0,20627.134788897572,,,,,,,,
0.7,1.2,28,0.061988304093567245,0.0007600000000000002,1.0,20870.833853613425,,,,,,,,
0.7,1.2,29,0.010760233918128654,0.00116,0.04,20685.165941051586,,,,,,,,
0.7,1.2,30,0.010526315789473684,0.0010800000000000002,0.0,20624.01178545159,,,,,,,,
0.7,1.2,31,0.03181286549707602,0.00116,0.04,20628.235101238308,,,,,,,,
0.7,1.2,32,0.01894736842105263,0.00108,0.04,20602.608372002567,,,,,,,,
0.7,1.2,33,0.016842105263157894,0.0012000000000000003,0.0,20689.01234246401,,,,,,,,
0.7,1.2,34,0.015479876160990714,0.00124,0.0,20708.368057509215,,,,,,,,
0.7,1.2,35,0.01894736842105263,0.00132,0.0,20652.041703780767,,,,,,,,
0.7,1.2,36,0.05567251461988303,0.00084,0.64,20669.563960440355,,,,,,,,
0.7,1.2,37,0.01894736842105263,0.0010800000000000002,0.04,20652.51013955817,,,,,,,,
0.7,1.2,38,0.01263157894736842,0.0011200000000000001,0.0,20716.17156689316,,,,,,,,
0.7,1.2,39,0.010526315789473684,0.00108,0.0,20589.385108934897,,,,,,,,
0.7,1.2,40,0.004210526315789474,0.0012000000000000001,0.0,20623.242182754766,,,,,,,,
0.7,1.2,41,0.04912280701754386,0.0014000000000000002,0.52,20667.263938603322,,,,,,,,
0.7,1.2,42,0.013099415204678362,0.0012000000000000003,0.0,20649.889229293476,,,,,,,,
0.7,1.2,43,0.010760233918128654,0.00084,0.04,20665.12393231099,,,,,,,,
0.7,1.2,44,0.029941520467836255,0.00136,0.16,20719.79534964264,,,,,,,,
0.7,1.2,45,0.0587547299621603,0.00116,0.4,20677.57949534543,,,,,,,,
0.7,1.2,46,0.014970760233918128,0.0010800000000000002,0.04,20675.78947275796,,,,,,,,
0.7,1.2,47,0.05497076023391812,0.00084,1.0,20701.570459220813,,,,,,,,
0.7,1.2,48,0.01263157894736842,0.00136,0.08,20674.394943070234,,,,,,,,
0.7,1.2,49,0.0383625730994152,0.001,0.28,20760.03726326209,,,,,,,,
0.7,1.2,50,0.023391812865497075,0.0011200000000000001,0.0,20683.843137069984,,,,,,,,
0.7,1.2,51,0.008421052631578947,0.0009200000000000001,0.0,20695.715607449307,,,,,,,,
0.7,1.2,52,0.010760233918128654,0.0010800000000000002,0.0,20673.289451800687,,,,,,,,
0.7,1.2,53,0.061988304093567245,0.00092,1.0,20791.59878175974,,,,,,,,
0.7,1.2,54,0.02128654970760234,0.0016,0.0,20651.480628288955,,,,,,,,
0.7,1.2,55,0.010526315789473684,0.00144,0.0,20695.00402343109,,,,,,,,
0.7,1.2,56,0.0191812865497076,0.00144,0.04,20613.89502084698,,,,,,,,
0.7,1.2,57,0.00631578947368421,0.00144,0.0,20588.901463666094,,,,,,,,
0.7,1.2,58,0.0360233918128655,0.00124,0.4,20712.330334427348,,,,,,,,
0.7,1.2,59,0.01263157894736842,0.0011200000000000001,0.0,20664.53450265712,,,,,,,,
0.7,1.2,60,0.03625730994152047,0.00128,0.18,20576.324837853186,,,,,,,,
0.7,1.2,61,0.025730994152046778,0.001,0.08,20681.046836592777,,,,,,,,
0.7,1.2,62,0.02807017543859649,0.0014000000000000002,0.08,20716.195891897958,,,,,,,,
0.7,1.2,63,0.049824561403508764,0.00096,0.2,20694.97829417921,,,,,,,,
0.7,1.2,64,0.006549707602339181,0.0008800000000000001,0.0,20633.350619490357,,,,,,,,
0.7,1.2,65,0.040701754385964906,0.0010800000000000002,0.24,20680.97883183078,,,,,,,,
0.7,1.2,66,0.025730994152046778,0.001,0.04,20702.878125579344,,,,,,,,
0.7,1.2,67,0.04070175438596491,0.0014000000000000002,0.24,20600.367760869678,,,,,,,,
0.7,1.2,68,0.07684898520811832,0.001,1.0,20700.839659958932,,,,,,,,
0.7,1.2,69,0.010526315789473684,0.0012,0.0,20642.710498780114,,,,,,,,
0.7,1.2,70,0.023391812865497075,0.0014000000000000002,0.04,20629.49865579392,,,,,,,,
0.7,1.2,71,0.010526315789473684,0.00116,0.08,20619.28998938673,,,,,,,,
0.7,1.2,72,0.008421052631578947,0.0010400000000000001,0.0,20671.601055037983,,,,,,,,
0.7,1.2,73,0.0191812865497076,0.0014800000000000002,0.0,20704.55673361872,,,,,,,,
0.7,1.2,74,0.05497076023391812,0.00128,1.0,20790.68762894539,,,,,,,,
0.7,1.2,75,0.002105263157894737,0.001,0.0,20649.031917356115,,,,,,,,
0.7,1.2,76,0.041812865497076024,0.0011200000000000001,0.04,20659.304371107108,,,,,,,,
0.7,1.2,77,0.05122807017543859,0.00096,0.52,20704.9911266743,,,,,,,,
0.7,1.2,78,0.010526315789473684,0.00136,0.0,20667.353293406602,,,,,,,,
0.7,1.2,79,0.02128654970760234,0.00108,0.04,20681.589897508493,,,,,,,,
0.7,1.2,80,0.05964912280701754,0.0011200000000000001,1.0,20698.570630413316,,,,,,,,
0.7,1.2,81,0.023391812865497075,0.00124,0.0,20603.985848985027,,,,,,,,
0.7,1.2,82,0.014736842105263158,0.00136,0.04,20695.95305661556,,,,,,,,
0.7,1.2,83,0.06062607499140007,0.00148,0.6,20667.662797409404,,,,,,,,
0.7,1.2,84,0.12156862745098039,0.00096,0.48,20749.348574749263,,,,,,,,
0.7,1.2,85,0.054544203646370824,0.00132,0.44,20632.948913659882,,,,,,,,
0.7,1.2,86,0.021052631578947368,0.0012400000000000002,0.0,20642.48739916465,,,,,,,,
0.7,1.2,87,0.0552046783625731,0.0012000000000000001,0.72,20673.1343969436,,,,,,,,
0.7,1.2,88,0.019415204678362573,0.00136,0.0,20615.801625475455,,,,,,,,
0.7,1.2,89,0.023391812865497075,0.001,0.04,20634.214258505195,,,,,,,,
0.7,1.2,90,0.04421052631578947,0.0010800000000000002,0.52,20726.65631230983,,,,,,,,
0.7,1.2,91,0.0044444444444444444,0.00116,0.0,20677.22511802108,,,,,,,,
0.7,1.2,92,0.017076023391812866,0.0012,0.0,20643.69977276861,,,,,,,,
0.7,1.2,93,0.014970760233918128,0.00124,0.04,20647.832303884636,,,,,,,,
0.7,1.2,94,0.01286549707602339,0.00144,0.0,20617.165000626315,,,,,,,,
0.7,1.2,95,0.025730994152046778,0.00144,0.0,20636.300105267965,,,,,,,,
0.7,1.2,96,0.02783625730994152,0.0011200000000000001,0.0,20655.661328330014,,,,,,,,
0.7,1.2,97,0.004210526315789474,0.0014000000000000002,0.0,20662.045870637183,,,,,,,,
0.7,1.2,98,0.05988304093567251,0.00104,0.88,20717.66072190017,,,,,,,,
0.7,1.2,99,0.029707602339181287,0.00096,0.04,20652.20354709405,,,,,,,,
0.7,1.2,100,0.058011695906432736,0.00124,0.52,20717.501296870676,,,,,,,,
0.7,1.2,101,0.029707602339181287,0.00132,0.04,20623.33222478241,,,,,,,,
0.7,1.2,102,0.029941520467836255,0.00136,0.0,20661.60949617689,,,,,,,,
0.7,1.2,103,0.02783625730994152,0.0010800000000000002,0.04,20611.910274567344,,,,,,,,
0.7,1.2,104,0.0739594083247334,0.0012,0.96,20710.237102132924,,,,,,,,
0.7,1.2,105,0.04046783625730994,0.0008799999999999999,0.24,20630.013697697286,,,,,,,,
0.7,1.2,106,0.014970760233918128,0.00092,0.0,20721.218312655015,,,,,,,,
0.7,1.2,107,0.06432748538011696,0.00084,0.88,20743.16982947554,,,,,,,,
0.7,1.2,108,0.014736842105263158,0.0008400000000000001,0.0,20691.551685234073,,,,,,,,
0.7,1.2,109,0.021754385964912276,0.0011200000000000001,0.16,20688.433748562114,,,,,,,,
0.7,1.2,110,0.010526315789473684,0.00144,0.0,20672.751970695797,,,,,,,,
0.7,1.2,111,0.032280701754385965,0.0012,0.04,20710.77651026217,,,,,,,,
0.7,1.2,112,0.031578947368421054,0.00104,0.32,20650.505359044935,,,,,,,,
0.7,1.2,113,0.025730994152046778,0.00136,0.08,20731.03776472239,,,,,,,,
0.7,1.2,114,0.02128654970760234,0.00124,0.12,20606.332579248337,,,,,,,,
0.7,1.2,115,0.031578947368421054,0.001,0.04,20609.03266097166,,,,,,,,
0.7,1.2,116,0.010760233918128654,0.00124,0.0,20698.07985383206,,,,,,,,
0.7,1.2,117,0.02128654970760234,0.00132,0.04,20672.08124899211,,,,,,,,
0.7,1.2,118,0.03278981768145855,0.0015600000000000002,0.0,20676.697112023725,,,,,,,,
0.7,1.2,119,0.01263157894736842,0.00124,0.0,20631.51335227893,,,,,,,,
0.7,1.3333333333333333,0,0.014736842105263158,0.00068,0.0,20628.740774356444,,,,,,,,
0.7,1.3333333333333333,1,0.010526315789473684,0.00096,0.04,20686.972053902977,,,,,,,,
0.7,1.3333333333333333,2,0.00631578947368421,0.0008000000000000001,0.0,20674.26741483557,,,,,,,,
0.7,1.3333333333333333,3,0.053099415204678355,0.00136,0.76,20672.943859908894,,,,,,,,
0.7,1.3333333333333333,4,0.023625730994152043,0.00116,0.06,20615.297429139373,,,,,,,,
0.7,1.3333333333333333,5,0.014736842105263158,0.00072,0.0,20616.61457932369,,,,,,,,
0.7,1.3333333333333333,6,0.02549707602339181,0.0014000000000000002,0.08,20636.279317071127,,,,,,,,
0.7,1.3333333333333333,7,0.010760233918128654,0.00096,0.0,20636.90997898418,,,,,,,,
0.7,1.3333333333333333,8,0.010526315789473684,0.00096,0.0,20697.67591630779,,,,,,,,
0.7,1.3333333333333333,9,0.00631578947368421,0.00124,0.0,20655.74389423323,,,,,,,,
0.7,1.3333333333333333,10,0.014736842105263158,0.0010800000000000002,0.08,20704.30007084216,,,,,,,,
0.7,1.3333333333333333,11,0.00631578947368421,0.0008399999999999999,0.0,20627.56044107409,,,,,,,,
0.7,1.3333333333333333,12,0.008421052631578947,0.0008800000000000001,0.0,20592.495380783814,,,,,,,,
0.7,1.3333333333333333,13,0.04491228070175438,0.0008799999999999999,0.32,20758.196347244084,,,,,,,,
0.7,1.3333333333333333,14,0.010526315789473684,0.0008,0.04,20695.04581229563,,,,,,,,
0.7,1.3333333333333333,15,0.010760233918128654,0.0011200000000000001,0.0,20724.899079048526,,,,,,,,
0.7,1.3333333333333333,16,0.014736842105263158,0.00048,0.0,20635.744023760162,,,,,,,,
0.7,1.3333333333333333,17,0.06198830409356725,0.0011200000000000001,0.84,20724.01425268036,,,,,,,,
0.7,1.3333333333333333,18,0.023157894736842106,0.00116,0.08,20728.742044082283,,,,,,,,
0.7,1.3333333333333333,19,0.004210526315789474,0.0008000000000000001,0.0,20633.971002067527,,,,,,,,
0.7,1.3333333333333333,20,0.01263157894736842,0.00116,0.04,20612.79932084559,,,,,,,,
0.7,1.3333333333333333,21,0.04495356037151702,0.00192,0.52,20684.57501650302,,,,,,,,
0.7,1.3333333333333333,22,0.04070175438596491,0.0011200000000000001,0.08,20623.104084965158,,,,,,,,
0.7,1.3333333333333333,23,0.02760233918128655,0.0014000000000000002,0.04,20629.733253649705,,,,,,,,
0.7,1.3333333333333333,24,0.02128654970760234,0.00092,0.04,20648.85262397117,,,,,,,,
0.7,1.3333333333333333,25,0.05263157894736842,0.00128,1.0,20753.081143642994,,,,,,,,
0.7,1.3333333333333333,26,0.010526315789473684,0.00116,0.0,20652.09435208829,,,,,,,,
0.7,1.3333333333333333,27,0.010526315789473684,0.00116,0.0,20671.581191377118,,,,,,,,
0.7,1.3333333333333333,28,0.01263157894736842,0.00104,0.0,20696.701362728487,,,,,,,,
0.7,1.3333333333333333,29,0.03204678362573099,0.00116,0.04,20671.45220186082,,,,,,,,
0.7,1.3333333333333333,30,0.008421052631578947,0.0012,0.04,20617.11062161015,,,,,,,,
0.7,1.3333333333333333,31,0.010760233918128654,0.0007600000000000002,0.0,20610.254002874623,,,,,,,,
0.7,1.3333333333333333,32,0.008421052631578947,0.00116,0.0,20688.61527356966,,,,,,,,
0.7,1.3333333333333333,33,0.01263157894736842,0.00072,0.04,20631.137268804046,,,,,,,,
0.7,1.3333333333333333,34,0.010526315789473684,0.00116,0.0,20621.07202021958,,,,,,,,
0.7,1.3333333333333333,35,0.002105263157894737,0.001,0.0,20597.050219080626,,,,,,,,
0.7,1.3333333333333333,36,0.06928104575163398,0.0010800000000000002,0.76,20742.15622712,,,,,,,,
0.7,1.3333333333333333,37,0.010526315789473684,0.0011200000000000001,0.0,20689.892324534758,,,,,,,,
0.7,1.3333333333333333,38,0.01263157894736842,0.00116,0.0,20680.316841621563,,,,,,,,
0.7,1.3333333333333333,39,0.02549707602339181,0.00072,0.04,20660.699386034397,,,,,,,,
0.7,1.3333333333333333,40,0.008421052631578947,0.00108,0.0,20637.900627551015,,,,,,,,
0.7,1.3333333333333333,41,0.010526315789473684,0.0010400000000000001,0.04,20660.66634871538,,,,,,,,
0.7,1.3333333333333333,42,0.010526315789473684,0.00108,0.0,20647.771845514344,,,,,,,,
0.7,1.3333333333333333,43,0.010526315789473684,0.0010400000000000001,0.0,20661.788552534323,,,,,,,,
0.7,1.3333333333333333,44,0.002105263157894737,0.00068,0.0,20623.383449651035,,,,,,,,
0.7,1.3333333333333333,45,0.053099415204678355,0.00072,0.64,20734.561920891014,,,,,,,,
0.7,1.3333333333333333,46,0.008421052631578947,0.001,0.0,20669.629567372092,,,,,,,,
0.7,1.3333333333333333,47,0.010994152046783626,0.0015200000000000003,0.04,20698.111905595186,,,,,,,,
0.7,1.3333333333333333,48,0.008654970760233917,0.00116,0.0,20698.577664443852,,,,,,,,
0.7,1.3333333333333333,49,0.01286549707602339,0.0011200000000000001,0.04,20625.68299542026,,,,,,,,
0.7,1.3333333333333333,50,0.00631578947368421,0.00064,0.04,20652.02060084539,,,,,,,,
0.7,1.3333333333333333,51,0.01286549707602339,0.0008,0.04,20665.097893144874,,,,,,,,
0.7,1.3333333333333333,52,0.010526315789473684,0.0010400000000000001,0.04,20609.355912663726,,,,,,,,
0.7,1.3333333333333333,53,0.06169590643274853,0.00136,0.16,20743.786707481675,,,,,,,,
0.7,1.3333333333333333,54,0.02128654970760234,0.0012,0.0,20674.864071344884,,,,,,,,
0.7,1.3333333333333333,55,0.014736842105263158,0.0008400000000000001,0.04,20664.448293824935,,,,,,,,
0.7,1.3333333333333333,56,0.0191812865497076,0.0010400000000000001,0.04,20648.797369054817,,,,,,,,
0.7,1.3333333333333333,57,0.010526315789473684,0.00072,0.0,20678.34105340334,,,,,,,,
0.7,1.3333333333333333,58,0.010526315789473684,0.00104,0.0,20634.72463937108,,,,,,,,
0.7,1.3333333333333333,59,0.010526315789473684,0.00072,0.0,20636.283575801863,,,,,,,,
0.7,1.3333333333333333,60,0.038128654970760234,0.0008799999999999999,0.48,20589.771925068602,,,,,,,,
0.7,1.3333333333333333,61,0.010526315789473684,0.00072,0.04,20613.85469490836,,,,,,,,
0.7,1.3333333333333333,62,0.002105263157894737,0.0014000000000000002,0.0,20748.495270886317,,,,,,,,
0.7,1.3333333333333333,63,0.02128654970760234,0.00132,0.04,20694.6075363925,,,,,,,,
0.7,1.3333333333333333,64,0.008421052631578947,0.0008000000000000001,0.0,20642.670654988808,,,,,,,,
0.7,1.3333333333333333,65,0.01263157894736842,0.00128,0.0,20598.558603573423,,,,,,,,
0.7,1.3333333333333333,66,0.008421052631578947,0.00064,0.0,20647.23319501259,,,,,,,,
0.7,1.3333333333333333,67,0.008421052631578947,0.0008000000000000001,0.0,20680.169914438342,,,,,,,,
0.7,1.3333333333333333,68,0.02760233918128655,0.0008799999999999999,0.12,20645.017828184707,,,,,,,,
0.7,1.3333333333333333,69,0.05309941520467836,0.00144,0.48,20714.48983506311,,,,,,,,
0.7,1.3333333333333333,70,0.05497076023391812,0.0008,1.0,20860.819786129858,,,,,,,,
0.7,1.3333333333333333,71,0.025730994152046785,0.00104,0.0,20692.35760597377,,,,,,,,
0.7,1.3333333333333333,72,0.042339181286549704,0.0015199999999999999,0.28,20613.49829396331,,,,,,,,
0.7,1.3333333333333333,73,0.002105263157894737,0.00144,0.0,20630.72026902645,,,,,,,,
0.7,1.3333333333333333,74,0.002105263157894737,0.0012400000000000002,0.0,20627.354074287927,,,,,,,,
0.7,1.3333333333333333,75,0.0383625730994152,0.0014000000000000002,0.16,20717.417000425125,,,,,,,,
0.7,1.3333333333333333,76,0.008421052631578947,0.0008800000000000001,0.0,20604.719026708673,,,,,,,,
0.7,1.3333333333333333,77,0.010760233918128654,0.0010800000000000002,0.0,20602.654085001264,,,,,,,,
0.7,1.3333333333333333,78,0.021052631578947368,0.00132,0.04,20709.088060995815,,,,,,,,
0.7,1.3333333333333333,79,0.008421052631578947,0.001,0.0,20658.773955876866,,,,,,,,
0.7,1.3333333333333333,80,0.008421052631578947,0.00092,0.0,20603.86421053967,,,,,,,,
0.7,1.3333333333333333,81,0.01263157894736842,0.0007600000000000002,0.0,20656.120399651867,,,,,,,,
0.7,1.3333333333333333,82,0.016842105263157894,0.0008399999999999999,0.0,20650.010768336695,,,,,,,,
0.7,1.3333333333333333,83,0.0671345029239766,0.0012,0.64,20764.034121472232,,,,,,,,
0.7,1.3333333333333333,84,0.05333333333333333,0.0008799999999999999,0.72,20674.720205043363,,,,,,,,
0.7,1.3333333333333333,85,0.00631578947368421,0.0010800000000000002,0.0,20671.7040262059,,,,,,,,
0.7,1.3333333333333333,86,0.05964912280701754,0.0010800000000000002,0.86,20655.961787249165,,,,,,,,
0.7,1.3333333333333333,87,0.03181286549707602,0.0012,0.16,20676.82124337435,,,,,,,,
0.7,1.3333333333333333,88,0.01263157894736842,0.0011200000000000001,0.04,20689.38773015808,,,,,,,,
0.7,1.3333333333333333,89,0.01263157894736842,0.00144,0.04,20576.91215414096,,,,,,,,
0.7,1.3333333333333333,90,0.01263157894736842,0.0008,0.0,20693.603657153497,,,,,,,,
0.7,1.3333333333333333,91,0.017076023391812866,0.001,0.08,20596.62964541019,,,,,,,,
0.7,1.3333333333333333,92,0.014736842105263158,0.0011600000000000002,0.0,20654.91076653697,,,,,,,,
0.7,1.3333333333333333,93,0.017309941520467834,0.00092,0.0,20699.83436178979,,,,,,,,
0.7,1.3333333333333333,94,0.02549707602339181,0.00128,0.08,20654.00679427353,,,,,,,,
0.7,1.3333333333333333,95,0.0,0.00136,0.0,20663.72609861747,,,,,,,,
0.7,1.3333333333333333,96,0.014736842105263158,0.00064,0.08,20665.664161864337,,,,,,,,
0.7,1.3333333333333333,97,0.01286549707602339,0.0008800000000000001,0.0,20650.06619228821,,,,,,,,
0.7,1.3333333333333333,98,0.03278981768145854,0.001,0.04,20684.426303131753,,,,,,,,
0.7,1.3333333333333333,99,0.016842105263157894,0.00096,0.04,20654.30936515957,,,,,,,,
0.7,1.3333333333333333,100,0.11138630890952873,0.0011200000000000001,0.96,20741.327322759294,,,,,,,,
0.7,1.3333333333333333,101,0.017076023391812866,0.00084,0.04,20662.236415789506,,,,,,,,
0.7,1.3333333333333333,102,0.016842105263157894,0.00092,0.0,20704.899531977004,,,,,,,,
0.7,1.3333333333333333,103,0.06432748538011696,0.00132,0.96,20654.113839938935,,,,,,,,
0.7,1.3333333333333333,104,0.008654970760233917,0.0008,0.0,20622.78924860805,,,,,,,,
0.7,1.3333333333333333,105,0.04514619883040936,0.0014000000000000002,0.24,20638.771033786124,,,,,,,,
0.7,1.3333333333333333,106,0.00631578947368421,0.0012,0.0,20690.143970093337,,,,,,,,
0.7,1.3333333333333333,107,0.02549707602339181,0.00096,0.0,20657.875449210344,,,,,,,,
0.7,1.3333333333333333,108,0.008421052631578947,0.00116,0.0,20656.780713689343,,,,,,,,
0.7,1.3333333333333333,109,0.02549707602339181,0.00116,0.04,20704.4153662203,,,,,,,,
0.7,1.3333333333333333,110,0.03068455452356381,0.00128,0.04,20640.76644103809,,,,,,,,
0.7,1.3333333333333333,111,0.004210526315789474,0.00092,0.0,20732.213190610568,,,,,,,,
0.7,1.3333333333333333,112,0.004210526315789474,0.0010800000000000002,0.0,20660.471747464664,,,,,,,,
0.7,1.3333333333333333,113,0.010526315789473684,0.0008,0.0,20735.194063948704,,,,,,,,
0.7,1.3333333333333333,114,0.010760233918128654,0.00072,0.0,20673.40987610626,,,,,,,,
0.7,1.3333333333333333,115,0.008421052631578947,0.0011200000000000001,0.0,20641.69029791556,,,,,,,,
0.7,1.3333333333333333,116,0.034152046783625725,0.00144,0.12,20680.33112259666,,,,,,,,
0.7,1.3333333333333333,117,0.010526315789473684,0.00128,0.0,20647.8030681801,,,,,,,,
0.7,1.3333333333333333,118,0.00631578947368421,0.0011200000000000001,0.0,20634.993973849447,,,,,,,,
0.7,1.3333333333333333,119,0.0535672514619883,0.0011200000000000001,0.52,20661.53982584085,,,,,,,,
0.7,1.5,0,0.01263157894736842,0.0008399999999999999,0.0,20652.993800332988,,,,,,,,
0.7,1.5,1,0.004210526315789474,0.0007600000000000002,0.0,20647.149186968196,,,,,,,,
0.7,1.5,2,0.017309941520467834,0.00128,0.0,20663.19517509648,,,,,,,,
0.7,1.5,3,0.014736842105263158,0.0008800000000000001,0.0,20646.697637454574,,,,,,,,
0.7,1.5,4,0.01263157894736842,0.00096,0.0,20624.73297088206,,,,,,,,
0.7,1.5,5,0.0,0.0012000000000000001,0.0,20678.797417033384,,,,,,,,
0.7,1.5,6,0.010526315789473684,0.00096,0.0,20592.839497885896,,,,,,,,
0.7,1.5,7,0.002105263157894737,0.00136,0.0,20671.43819440915,,,,,,,,
0.7,1.5,8,0.004210526315789474,0.00136,0.0,20667.788635380348,,,,,,,,
0.7,1.5,9,0.002105263157894737,0.0008800000000000001,0.0,20643.830321934867,,,,,,,,
0.7,1.5,10,0.014736842105263158,0.00084,0.0,20682.036313775654,,,,,,,,
0.7,1.5,11,0.010526315789473684,0.0012,0.0,20695.35757834671,,,,,,,,
0.7,1.5,12,0.004210526315789474,0.0013599999999999999,0.0,20600.416266097283,,,,,,,,
0.7,1.5,13,0.010526315789473684,0.00132,0.0,20658.140078999233,,,,,,,,
0.7,1.5,14,0.004210526315789474,0.00108,0.0,20575.959939788005,,,,,,,,
0.7,1.5,15,0.008421052631578947,0.0011600000000000002,0.0,20652.659471025603,,,,,,,,
0.7,1.5,16,0.0191812865497076,0.0012,0.04,20680.391374478135,,,,,,,,
0.7,1.5,17,0.00631578947368421,0.00132,0.0,20694.78980698523,,,,,,,,
0.7,1.5,18,0.004210526315789474,0.0008800000000000001,0.0,20647.052275879363,,,,,,,,
0.7,1.5,19,0.010760233918128654,0.0011200000000000001,0.0,20665.78869354979,,,,,,,,
0.7,1.5,20,0.05964912280701754,0.001,1.0,20747.385732020724,,,,,,,,
0.7,1.5,21,0.014970760233918128,0.00096,0.0,20663.98966270288,,,,,,,,
0.7,1.5,22,0.021052631578947368,0.0010400000000000001,0.0,20615.280727200134,,,,,,,,
0.7,1.5,23,0.008421052631578947,0.0012400000000000002,0.0,20691.180463875087,,,,,,,,
0.7,1.5,24,0.01263157894736842,0.00072,0.0,20669.17333255796,,,,,,,,
0.7,1.5,25,0.008421052631578947,0.0011200000000000001,0.0,20678.12958794111,,,,,,,,
0.7,1.5,26,0.017076023391812866,0.0011200000000000001,0.0,20693.666842052033,,,,,,,,
0.7,1.5,27,0.01286549707602339,0.0010400000000000001,0.0,20635.765662822458,,,,,,,,
0.7,1.5,28,0.006549707602339181,0.0012,0.0,20651.05623752525,,,,,,,,
0.7,1.5,29,0.00631578947368421,0.0006,0.0,20639.71824143824,,,,,,,,
0.7,1.5,30,0.010526315789473684,0.00092,0.0,20639.488883141108,,,,,,,,
0.7,1.5,31,0.06928104575163398,0.001,0.84,20653.57524684787,,,,,,,,
0.7,1.5,32,0.010526315789473684,0.0008799999999999999,0.0,20671.74965065295,,,,,,,,
0.7,1.5,33,0.006549707602339181,0.0012,0.0,20639.161893692784,,,,,,,,
0.7,1.5,34,0.008421052631578947,0.00124,0.0,20684.050394125552,,,,,,,,
0.7,1.5,35,0.010760233918128654,0.00096,0.0,20658.550308233836,,,,,,,,
0.7,1.5,36,0.02647402820777434,0.0010400000000000001,0.04,20622.676082068814,,,,,,,,
0.7,1.5,37,0.014970760233918128,0.0008800000000000001,0.0,20684.606365320727,,,,,,,,
0.7,1.5,38,0.008421052631578947,0.0010400000000000001,0.04,20660.990302587532,,,,,,,,
0.7,1.5,39,0.0383625730994152,0.00092,0.36,20668.6837680975,,,,,,,,
0.7,1.5,40,0.008421052631578947,0.0008799999999999999,0.0,20596.36910369497,,,,,,,,
0.7,1.5,41,0.03415204678362573,0.0011200000000000001,0.2,20675.660075679956,,,,,,,,
0.7,1.5,42,0.010760233918128654,0.00124,0.04,20690.445289943083,,,,,,,,
