p_s,shape,rep,stake_top_jaccard,stake_confidence,stake_top1_hit,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.02,5.0,96,0.010526315789473684,0.010280000000000001,0.04,590.7164901598354,,,,,,,,
0.02,5.0,97,0.00631578947368421,0.012999999999999998,0.0,590.7677719466001,,,,,,,,
0.02,5.0,98,0.00631578947368421,0.011200000000000002,0.04,591.1671485264156,,,,,,,,
0.02,5.0,99,0.010760233918128654,0.011320000000000002,0.0,589.9555012875437,,,,,,,,
0.02,5.0,100,0.013099415204678362,0.011960000000000002,0.0,589.5410140518075,,,,,,,,
0.02,5.0,101,0.01263157894736842,0.012000000000000002,0.0,592.5018597945865,,,,,,,,
0.02,5.0,102,0.004210526315789474,0.011680000000000001,0.0,592.3619523603121,,,,,,,,
0.02,5.0,103,0.020158238734090127,0.010960000000000001,0.0,591.714311095866,,,,,,,,
0.02,5.0,104,0.01547987616099071,0.011640000000000001,0.0,590.0155897966221,,,,,,,,
0.02,5.0,105,0.004210526315789474,0.011160000000000002,0.0,591.4426811466174,,,,,,,,
0.02,5.0,106,0.01894736842105263,0.011640000000000001,0.0,590.997677526695,,,,,,,,
0.02,5.0,107,0.008654970760233917,0.011880000000000002,0.0,591.347214523047,,,,,,,,
0.02,5.0,108,0.010994152046783626,0.011160000000000002,0.0,591.9033354350285,,,,,,,,
0.02,5.0,109,0.014736842105263158,0.010320000000000001,0.0,591.1271045451707,,,,,,,,
0.02,5.0,110,0.01286549707602339,0.01076,0.04,590.951145702016,,,,,,,,
0.02,5.0,111,0.010526315789473684,0.012400000000000001,0.0,591.2461267066701,,,,,,,,
0.02,5.0,112,0.01263157894736842,0.011320000000000002,0.04,589.964235478445,,,,,,,,
0.02,5.0,113,0.008654970760233917,0.011680000000000001,0.0,591.0573102617618,,,,,,,,
0.02,5.0,114,0.01286549707602339,0.01148,0.0,589.7497908354865,,,,,,,,
0.02,5.0,115,0.017076023391812866,0.012320000000000003,0.0,591.091407824218,,,,,,,,
0.02,5.0,116,0.01263157894736842,0.012360000000000003,0.0,588.9093644944959,,,,,,,,
0.02,5.0,117,0.00631578947368421,0.01284,0.0,591.6934019133116,,,,,,,,
0.02,5.0,118,0.00631578947368421,0.012280000000000003,0.04,592.1550511192232,,,,,,,,
0.02,5.0,119,0.010526315789473684,0.01252,0.0,589.8225135889975,,,,,,,,
0.05,1.1,0,0.28669036845507434,0.008,1.0,1475.1744288663137,,,,,,,,
0.05,1.1,1,0.25868347338935577,0.006120000000000001,0.96,1476.0423656402336,,,,,,,,
0.05,1.1,2,0.2554435107376284,0.0076,1.0,1476.788549529569,,,,,,,,
0.05,1.1,3,0.22764705882352942,0.006920000000000001,1.0,1481.9869455650985,,,,,,,,
0.05,1.1,4,0.10491916064671485,0.00368,1.0,1490.2963733129502,,,,,,,,
0.05,1.1,5,0.34487179487179487,0.0064,0.44,1476.438865657085,,,,,,,,
0.05,1.1,6,0.2689614307261366,0.00724,1.0,1478.2057907241324,,,,,,,,
0.05,1.1,7,0.08826969384244926,0.0030800000000000007,1.0,1492.0950222438476,,,,,,,,
0.05,1.1,8,0.38600732600732607,0.0072,1.0,1476.1122425075655,,,,,,,,
0.05,1.1,9,0.223921568627451,0.007039999999999999,1.0,1478.9295077930196,,,,,,,,
0.05,1.1,10,0.29951447245564894,0.00712,0.96,1475.441246438675,,,,,,,,
0.05,1.1,11,0.22701213818860874,0.007240000000000001,1.0,1474.7538138021982,,,,,,,,
0.05,1.1,12,0.1977310924369748,0.007039999999999999,0.6,1471.6347884007403,,,,,,,,
0.05,1.1,13,0.16535947712418303,0.0036800000000000005,1.0,1487.2470725480632,,,,,,,,
0.05,1.1,14,0.2375816993464052,0.00668,1.0,1476.7271218548328,,,,,,,,
0.05,1.1,15,0.34613229907347554,0.0070799999999999995,1.0,1474.702019964606,,,,,,,,
0.05,1.1,16,0.21315592903828195,0.006719999999999999,1.0,1482.041320524141,,,,,,,,
0.05,1.1,17,0.21647058823529414,0.006240000000000001,1.0,1473.6398868960744,,,,,,,,
0.05,1.1,18,0.2925210084033613,0.00684,0.8,1473.045869166345,,,,,,,,
0.05,1.1,19,0.16575163398692808,0.006040000000000001,1.0,1478.1148726307345,,,,,,,,
0.05,1.1,20,0.05964912280701754,0.00164,1.0,1494.1350233576784,,,,,,,,
0.05,1.1,21,0.12661310138090326,0.006480000000000001,1.0,1477.136007503287,,,,,,,,
0.05,1.1,22,0.3305860805860806,0.00748,0.56,1473.2671728656956,,,,,,,,
0.05,1.1,23,0.1431372549019608,0.007039999999999999,1.0,1478.3073195315633,,,,,,,,
0.05,1.1,24,0.17872524448375843,0.00536,1.0,1482.2549659858623,,,,,,,,
0.05,1.1,25,0.19394908840729275,0.0064800000000000005,1.0,1477.1217498416195,,,,,,,,
0.05,1.1,26,0.4612454212454212,0.00792,0.84,1472.4299072399272,,,,,,,,
0.05,1.1,27,0.16630202958376333,0.00736,0.64,1473.23863762936,,,,,,,,
0.05,1.1,28,0.22766573295985057,0.00728,1.0,1477.1696577500097,,,,,,,,
0.05,1.1,29,0.2727544351073763,0.0070799999999999995,1.0,1475.9912160455715,,,,,,,,
0.05,1.1,30,0.3906959706959707,0.0076,1.0,1477.5015446436594,,,,,,,,
0.05,1.1,31,0.23464052287581696,0.006519999999999999,0.76,1476.531927919703,,,,,,,,
0.05,1.1,32,0.22205857781709173,0.006479999999999999,1.0,1476.6906367126294,,,,,,,,
0.05,1.1,33,0.1366701066391469,0.00712,1.0,1482.3928922988378,,,,,,,,
0.05,1.1,34,0.3281210945916828,0.0074,1.0,1475.6650788065047,,,,,,,,
0.05,1.1,35,0.35534798534798534,0.006560000000000002,0.96,1479.7648072869945,,,,,,,,
0.05,1.1,36,0.2904761904761905,0.00688,1.0,1480.2566120446643,,,,,,,,
0.05,1.1,37,0.11947024423804611,0.0044,1.0,1482.4150569431959,,,,,,,,
0.05,1.1,38,0.21058823529411763,0.005960000000000001,1.0,1483.0410228674186,,,,,,,,
0.05,1.1,39,0.31697478991596634,0.005560000000000001,0.96,1476.9963536210687,,,,,,,,
0.05,1.1,40,0.3596595561301444,0.005960000000000001,1.0,1477.6991904662295,,,,,,,,
0.05,1.1,41,0.43695970695970693,0.006999999999999999,0.96,1480.0426786071394,,,,,,,,
0.05,1.1,42,0.17375300997592025,0.00768,1.0,1481.1609381134942,,,,,,,,
0.05,1.1,43,0.14195046439628484,0.00792,0.52,1477.8819292147623,,,,,,,,
0.05,1.1,44,0.18852425180598556,0.00772,1.0,1473.27563554133,,,,,,,,
0.05,1.1,45,0.23260288730876968,0.00716,1.0,1474.0166456651257,,,,,,,,
0.05,1.1,46,0.23478991596638657,0.00536,1.0,1481.4517083514295,,,,,,,,
0.05,1.1,47,0.26358327946563237,0.00668,1.0,1478.438071934212,,,,,,,,
0.05,1.1,48,0.24766573295985062,0.00736,0.52,1477.7066197225306,,,,,,,,
0.05,1.1,49,0.3180370609782374,0.00572,1.0,1476.5096109642066,,,,,,,,
0.05,1.1,50,0.21960784313725493,0.005960000000000001,1.0,1477.9044387640163,,,,,,,,
0.05,1.1,51,0.2625375278316455,0.00688,1.0,1479.3060071393725,,,,,,,,
0.05,1.1,52,0.2599719887955182,0.006080000000000001,1.0,1480.7444205876318,,,,,,,,
0.05,1.1,53,0.31857142857142856,0.00672,1.0,1475.6680152949227,,,,,,,,
0.05,1.1,54,0.1516339869281046,0.0037199999999999998,1.0,1480.0725194165345,,,,,,,,
0.05,1.1,55,0.26957983193277313,0.007040000000000001,0.76,1478.4646003075259,,,,,,,,
0.05,1.1,56,0.19053663570691434,0.006679999999999999,1.0,1479.5425800188555,,,,,,,,
0.05,1.1,57,0.23869281045751634,0.00768,0.96,1476.1090557549614,,,,,,,,
0.05,1.1,58,0.31745098039215686,0.00708,1.0,1475.1813319383978,,,,,,,,
0.05,1.1,59,0.20544351073762837,0.006200000000000001,0.64,1480.959766382048,,,,,,,,
0.05,1.1,60,0.2664892623716153,0.005,1.0,1483.5003645246234,,,,,,,,
0.05,1.1,61,0.18864121087031305,0.0066,1.0,1478.432457135481,,,,,,,,
0.05,1.1,62,0.14936016511867906,0.0032400000000000003,1.0,1485.6797248582318,,,,,,,,
0.05,1.1,63,0.28490196078431373,0.00736,0.42,1476.9767143752242,,,,,,,,
0.05,1.1,64,0.18869281045751635,0.006519999999999999,1.0,1472.6270922134877,,,,,,,,
0.05,1.1,65,0.2607563025210084,0.00672,0.48,1477.4587976688729,,,,,,,,
0.05,1.1,66,0.31949148890325363,0.006959999999999999,1.0,1476.351151125179,,,,,,,,
0.05,1.1,67,0.36201465201465205,0.006880000000000001,1.0,1477.8196504141497,,,,,,,,
0.05,1.1,68,0.10901272789817681,0.006679999999999999,1.0,1477.7360493583756,,,,,,,,
0.05,1.1,69,0.13820089439284486,0.00512,1.0,1484.2316675051995,,,,,,,,
0.05,1.1,70,0.3641391941391941,0.006679999999999999,0.8,1478.46043085334,,,,,,,,
0.05,1.1,71,0.2560971055088702,0.0072,1.0,1475.3354630742622,,,,,,,,
0.05,1.1,72,0.2945356604180133,0.00736,0.76,1478.5773027112455,,,,,,,,
0.05,1.1,73,0.05964912280701754,0.00144,1.0,1497.8735623133284,,,,,,,,
0.05,1.1,74,0.35005171299288945,0.0070799999999999995,1.0,1474.4998361632463,,,,,,,,
0.05,1.1,75,0.26663865546218485,0.00676,0.8,1476.8638524794505,,,,,,,,
0.05,1.1,76,0.22238537520271265,0.006999999999999999,0.44,1476.5112324994948,,,,,,,,
0.05,1.1,77,0.2467880485527544,0.006240000000000001,0.4,1477.0715129172509,,,,,,,,
0.05,1.1,78,0.24805788982259572,0.00672,0.36,1474.4949592324383,,,,,,,,
0.05,1.1,79,0.4069123033828916,0.0074399999999999996,0.68,1470.6201521915218,,,,,,,,
0.05,1.1,80,0.43189398836457654,0.00764,1.0,1477.8873672767306,,,,,,,,
0.05,1.1,81,0.19587970680849934,0.006719999999999999,0.88,1472.0304229259928,,,,,,,,
0.05,1.1,82,0.25608776844070963,0.00716,0.44,1478.8804067730252,,,,,,,,
0.05,1.1,83,0.19947712418300656,0.00772,0.72,1479.0553964083635,,,,,,,,
0.05,1.1,84,0.07891296869625043,0.00376,1.0,1485.1143524131078,,,,,,,,
0.05,1.1,85,0.27497665732959853,0.004880000000000001,1.0,1481.4111631434216,,,,,,,,
0.05,1.1,86,0.23676937441643325,0.0072,1.0,1480.3188873185159,,,,,,,,
0.05,1.1,87,0.18104575163398695,0.00736,0.72,1474.7402697523764,,,,,,,,
0.05,1.1,88,0.4101831501831502,0.00776,0.52,1477.5282101616688,,,,,,,,
0.05,1.1,89,0.06432748538011696,0.0011200000000000001,1.0,1499.8631594450956,,,,,,,,
0.05,1.1,90,0.3212863606981254,0.006880000000000001,1.0,1473.3437861329644,,,,,,,,
0.05,1.1,91,0.2284500466853408,0.0071200000000000005,0.96,1475.3583267381023,,,,,,,,
0.05,1.1,92,0.17092879256965943,0.004320000000000001,1.0,1484.5787393493308,,,,,,,,
0.05,1.1,93,0.2969166127989657,0.006560000000000002,1.0,1477.1025079679666,,,,,,,,
0.05,1.1,94,0.16857585139318887,0.00688,1.0,1478.699030980778,,,,,,,,
0.05,1.1,95,0.06432748538011696,0.0015600000000000002,1.0,1497.0881992815473,,,,,,,,
0.05,1.1,96,0.14908496732026144,0.006320000000000001,1.0,1475.1956880188538,,,,,,,,
0.05,1.1,97,0.31022408963585435,0.00812,1.0,1477.508004821066,,,,,,,,
0.05,1.1,98,0.294593837535014,0.0072,1.0,1475.3245084233595,,,,,,,,
0.05,1.1,99,0.4041391941391941,0.00772,0.28,1475.7546088941651,,,,,,,,
0.05,1.1,100,0.23940242763772177,0.00732,0.84,1475.1553883902693,,,,,,,,
0.05,1.1,101,0.25288023981522434,0.00752,0.8,1475.4375149761943,,,,,,,,
0.05,1.1,102,0.1375816993464052,0.0027600000000000003,1.0,1488.8636563945108,,,,,,,,
0.05,1.1,103,0.21861811391223157,0.006040000000000001,1.0,1472.123702512009,,,,,,,,
0.05,1.1,104,0.14755761953904367,0.008280000000000001,1.0,1475.0164119806361,,,,,,,,
0.05,1.1,105,0.2479084967320261,0.006960000000000001,1.0,1476.58542118047,,,,,,,,
0.05,1.1,106,0.35366300366300363,0.00672,1.0,1478.145879811022,,,,,,,,
0.05,1.1,107,0.13780529755761953,0.006639999999999999,1.0,1477.8244734504344,,,,,,,,
0.05,1.1,108,0.16657722738218095,0.00804,1.0,1478.1352553877177,,,,,,,,
0.05,1.1,109,0.2079925303454715,0.007039999999999999,0.88,1472.4670974761282,,,,,,,,
0.05,1.1,110,0.257749766573296,0.00724,0.88,1477.381552410205,,,,,,,,
0.05,1.1,111,0.38498168498168506,0.00716,1.0,1481.3870796876727,,,,,,,,
0.05,1.1,112,0.30335918982977805,0.0070799999999999995,1.0,1473.0312295702468,,,,,,,,
0.05,1.1,113,0.3341176470588236,0.00732,1.0,1473.8875409402622,,,,,,,,
0.05,1.1,114,0.2563958916900093,0.0068,0.92,1477.3092712520242,,,,,,,,
0.05,1.1,115,0.32030812324929975,0.006280000000000001,0.76,1474.2922059268828,,,,,,,,
0.05,1.1,116,0.26156862745098036,0.007039999999999999,1.0,1483.1955746382562,,,,,,,,
0.05,1.1,117,0.1349673202614379,0.0027600000000000003,1.0,1492.3241977160278,,,,,,,,
0.05,1.1,118,0.0891468868249054,0.00412,1.0,1485.4945393869286,,,,,,,,
0.05,1.1,119,0.27999999999999997,0.005680000000000001,1.0,1479.1908475063426,,,,,,,,
0.05,1.2,0,0.2610830999066293,0.00728,0.68,1474.461384963574,,,,,,,,
0.05,1.2,1,0.19725490196078432,0.00792,1.0,1478.7473297391211,,,,,,,,
0.05,1.2,2,0.4533699633699634,0.00748,0.52,1473.2316390696526,,,,,,,,
0.05,1.2,3,0.20407096171802055,0.00768,0.16,1477.280913694505,,,,,,,,
0.05,1.2,4,0.23956115779645193,0.00724,1.0,1473.8825649926823,,,,,,,,
0.05,1.2,5,0.23464052287581702,0.006719999999999999,1.0,1475.553762826684,,,,,,,,
0.05,1.2,6,0.13690402476780186,0.00672,0.28,1479.4383014448272,,,,,,,,
0.05,1.2,7,0.1926792471374515,0.0072,0.4,1473.54946571706,,,,,,,,
0.05,1.2,8,0.27282913165266104,0.007000000000000001,1.0,1472.764063921987,,,,,,,,
0.05,1.2,9,0.32295769589887235,0.00724,1.0,1473.2107387669544,,,,,,,,
0.05,1.2,10,0.29593837535014006,0.00664,0.64,1480.4170904379812,,,,,,,,
0.05,1.2,11,0.2448251095309919,0.0070799999999999995,1.0,1476.443990405198,,,,,,,,
0.05,1.2,12,0.2284500466853408,0.00716,1.0,1482.1609484584644,,,,,,,,
0.05,1.2,13,0.2903828197945845,0.00684,1.0,1475.0410879781207,,,,,,,,
0.05,1.2,14,0.34936795230912876,0.006959999999999999,0.72,1473.464768304391,,,,,,,,
0.05,1.2,15,0.15466804265565876,0.00656,0.72,1475.8651451928902,,,,,,,,
0.05,1.2,16,0.22169934640522876,0.006400000000000001,1.0,1477.070687672144,,,,,,,,
0.05,1.2,17,0.14287925696594425,0.00728,0.96,1477.3605565502057,,,,,,,,
0.05,1.2,18,0.2636974789915967,0.00752,1.0,1475.4451291177645,,,,,,,,
0.05,1.2,19,0.13231854145166838,0.00768,1.0,1476.0837689460486,,,,,,,,
0.05,1.2,20,0.11859305125558996,0.0054,1.0,1479.1776980815082,,,,,,,,
0.05,1.2,21,0.12272101823185415,0.00724,1.0,1473.7894487845729,,,,,,,,
0.05,1.2,22,0.3501357466063349,0.0066,1.0,1481.496881921908,,,,,,,,
0.05,1.2,23,0.10607155142758858,0.0074399999999999996,1.0,1470.6361552083192,,,,,,,,
0.05,1.2,24,0.3098319327731092,0.007039999999999999,0.92,1480.5411888295778,,,,,,,,
0.05,1.2,25,0.29546445298767277,0.00804,0.88,1474.0844464219938,,,,,,,,
0.05,1.2,26,0.296890756302521,0.00756,1.0,1475.2245749174765,,,,,,,,
0.05,1.2,27,0.2604481792717087,0.006959999999999999,1.0,1476.6668994430645,,,,,,,,
0.05,1.2,28,0.2491036414565826,0.00708,0.16,1482.5644586346148,,,,,,,,
0.05,1.2,29,0.17450980392156865,0.00528,1.0,1481.6049602900205,,,,,,,,
0.05,1.2,30,0.1631126836699592,0.00768,0.64,1475.2636084778983,,,,,,,,
0.05,1.2,31,0.20875816993464053,0.0074,1.0,1477.621167902307,,,,,,,,
0.05,1.2,32,0.27402427637721755,0.0076,0.92,1480.1751750960784,,,,,,,,
0.05,1.2,33,0.19446311858076565,0.007039999999999999,0.88,1480.3455164825407,,,,,,,,
0.05,1.2,34,0.19511671335200745,0.00784,1.0,1475.3637385228822,,,,,,,,
0.05,1.2,35,0.22995331465919702,0.006920000000000001,1.0,1471.884381155319,,,,,,,,
0.05,1.2,36,0.11597867217062265,0.0028000000000000004,1.0,1493.4042460664498,,,,,,,,
0.05,1.2,37,0.22209150326797386,0.0064800000000000005,1.0,1475.1244086145944,,,,,,,,
0.05,1.2,38,0.19392156862745097,0.006840000000000001,1.0,1475.1039337240436,,,,,,,,
0.05,1.2,39,0.17692810457516336,0.006720000000000001,0.44,1477.5233609046275,,,,,,,,
0.05,1.2,40,0.22607843137254904,0.00784,1.0,1474.6717619061203,,,,,,,,
0.05,1.2,41,0.27188608776844064,0.006080000000000001,1.0,1475.9412930755018,,,,,,,,
0.05,1.2,42,0.20596638655462185,0.006840000000000001,1.0,1475.8415106923705,,,,,,,,
0.05,1.2,43,0.1369969040247678,0.00716,1.0,1477.4008062277085,,,,,,,,
0.05,1.2,44,0.16281045751633985,0.005640000000000001,1.0,1477.9624121415266,,,,,,,,
0.05,1.2,45,0.2938095238095238,0.006920000000000001,1.0,1478.3872923244865,,,,,,,,
0.05,1.2,46,0.35680241327300144,0.00736,1.0,1476.531649620138,,,,,,,,
0.05,1.2,47,0.14533539731682146,0.00804,1.0,1473.5286999560742,,,,,,,,
0.05,1.2,48,0.2984873949579832,0.00792,1.0,1471.822513738177,,,,,,,,
0.05,1.2,49,0.26649644473173884,0.00672,0.94,1477.8534911201853,,,,,,,,
0.05,1.2,50,0.3160224089635854,0.006080000000000001,1.0,1478.4436727378793,,,,,,,,
0.05,1.2,51,0.14019607843137258,0.008320000000000001,1.0,1476.1206582052077,,,,,,,,
0.05,1.2,52,0.19936016511867904,0.005920000000000001,1.0,1477.8898521068106,,,,,,,,
0.05,1.2,53,0.23369747899159662,0.006640000000000002,1.0,1477.8295868049581,,,,,,,,
0.05,1.2,54,0.3566925231631114,0.0064800000000000005,1.0,1477.419747306622,,,,,,,,
0.05,1.2,55,0.17206742346061232,0.0076,0.3,1474.9562646894835,,,,,,,,
0.05,1.2,56,0.23099906629318398,0.007039999999999999,0.96,1476.2173545656913,,,,,,,,
0.05,1.2,57,0.22518207282913166,0.005520000000000001,1.0,1479.5139535777341,,,,,,,,
0.05,1.2,58,0.23098039215686275,0.006480000000000001,1.0,1476.0163965486852,,,,,,,,
0.05,1.2,59,0.29577030812324934,0.00836,0.76,1474.892522858551,,,,,,,,
0.05,1.2,60,0.25439775910364143,0.00724,0.4,1471.4931560372818,,,,,,,,
0.05,1.2,61,0.3507218271924154,0.0064800000000000005,0.68,1478.376219703157,,,,,,,,
0.05,1.2,62,0.13287925696594427,0.00768,0.92,1475.8611044944482,,,,,,,,
0.05,1.2,63,0.14074647402820778,0.00752,1.0,1478.5338983255615,,,,,,,,
0.05,1.2,64,0.12189542483660132,0.0032000000000000006,1.0,1484.1238721143618,,,,,,,,
0.05,1.2,65,0.13966288269693844,0.00748,1.0,1477.2564054609063,,,,,,,,
0.05,1.2,66,0.27778496013790127,0.0074,1.0,1473.8686362387564,,,,,,,,
0.05,1.2,67,0.19331416777237212,0.0078000000000000005,0.96,1477.1644114406504,,,,,,,,
0.05,1.2,68,0.4610989010989011,0.00792,0.72,1473.7593672647315,,,,,,,,
0.05,1.2,69,0.11716546267629861,0.00528,1.0,1483.355356178946,,,,,,,,
0.05,1.2,70,0.21692810457516337,0.006999999999999999,1.0,1478.986421029843,,,,,,,,
0.05,1.2,71,0.1428104575163399,0.00756,1.0,1475.0229186092652,,,,,,,,
0.05,1.2,72,0.36500754147812975,0.0068000000000000005,0.48,1473.93180673668,,,,,,,,
0.05,1.2,73,0.30775910364145653,0.00544,1.0,1481.770246160539,,,,,,,,
0.05,1.2,74,0.21130718954248365,0.006160000000000001,1.0,1480.930474382606,,,,,,,,
0.05,1.2,75,0.15546611627106985,0.0068000000000000005,1.0,1476.7170880796177,,,,,,,,
0.05,1.2,76,0.07602339181286549,0.00268,1.0,1491.1269025644078,,,,,,,,
0.05,1.2,77,0.1517268661850705,0.00764,1.0,1474.658236285346,,,,,,,,
0.05,1.2,78,0.22988795518207283,0.006360000000000001,0.48,1473.9897252830328,,,,,,,,
0.05,1.2,79,0.1850326797385621,0.00612,1.0,1482.34452456429,,,,,,,,
0.05,1.2,80,0.21743948861595921,0.005520000000000001,1.0,1475.7803061976156,,,,,,,,
0.05,1.2,81,0.3855677655677656,0.00784,1.0,1479.5427126770583,,,,,,,,
0.05,1.2,82,0.08655658754729961,0.006840000000000001,0.16,1478.9915934889589,,,,,,,,
0.05,1.2,83,0.2261108653987911,0.00736,0.36,1472.3279139789502,,,,,,,,
0.05,1.2,84,0.14903336773305814,0.00388,1.0,1486.2228329799304,,,,,,,,
0.05,1.2,85,0.17980392156862743,0.00716,0.56,1477.5828636957467,,,,,,,,
0.05,1.2,86,0.2328291316526611,0.006280000000000001,1.0,1477.4885284069233,,,,,,,,
0.05,1.2,87,0.189234360410831,0.00756,0.84,1476.2919204073048,,,,,,,,
0.05,1.2,88,0.29945629533864826,0.00772,0.96,1479.645334256533,,,,,,,,
0.05,1.2,89,0.14428964568283453,0.00716,1.0,1476.4986716150386,,,,,,,,
0.05,1.2,90,0.21106442577030812,0.00732,1.0,1475.9332894903118,,,,,,,,
0.05,1.2,91,0.2808403361344538,0.00788,0.92,1471.8086965499883,,,,,,,,
0.05,1.2,92,0.21805788982259572,0.00712,1.0,1476.880825488093,,,,,,,,
0.05,1.2,93,0.14019607843137255,0.00672,0.8,1474.467170713013,,,,,,,,
0.05,1.2,94,0.1620674234606123,0.0070799999999999995,0.92,1477.809236234829,,,,,,,,
0.05,1.2,95,0.1542483660130719,0.00752,1.0,1474.1739905556276,,,,,,,,
0.05,1.2,96,0.17051255589955278,0.0072,0.52,1474.167771670086,,,,,,,,
0.05,1.2,97,0.15849673202614378,0.0029200000000000003,1.0,1487.9348686365113,,,,,,,,
0.05,1.2,98,0.21337068160597575,0.00756,0.64,1475.0924193922547,,,,,,,,
0.05,1.2,99,0.31780363427422254,0.006240000000000001,0.96,1470.6522276971923,,,,,,,,
0.05,1.2,100,0.2224183006535948,0.00788,0.72,1475.6355938845406,,,,,,,,
0.05,1.2,101,0.21470588235294116,0.00804,1.0,1476.20215049103,,,,,,,,
0.05,1.2,102,0.24480859010270778,0.008400000000000001,1.0,1477.4835193516965,,,,,,,,
0.05,1.2,103,0.14074647402820775,0.006400000000000001,1.0,1476.8423856332054,,,,,,,,
0.05,1.2,104,0.1408496732026144,0.005840000000000001,1.0,1475.3231395574776,,,,,,,,
0.05,1.2,105,0.3164145658263305,0.00768,1.0,1476.5093903929512,,,,,,,,
0.05,1.2,106,0.2574229691876751,0.0041600000000000005,1.0,1485.2964457562227,,,,,,,,
0.05,1.2,107,0.3647419247419247,0.00748,0.96,1473.473156098958,,,,,,,,
0.05,1.2,108,0.23093370681605976,0.0062,1.0,1477.7598122001198,,,,,,,,
0.05,1.2,109,0.12387340901272789,0.00728,0.4,1480.5487217909913,,,,,,,,
0.05,1.2,110,0.20197454420364636,0.007000000000000001,1.0,1474.368942447366,,,,,,,,
0.05,1.2,111,0.21112978524743234,0.0068,1.0,1472.604140943695,,,,,,,,
0.05,1.2,112,0.19088210722885646,0.00788,0.96,1479.859211981492,,,,,,,,
0.05,1.2,113,0.24091503267973857,0.00688,1.0,1475.3569884257358,,,,,,,,
0.05,1.2,114,0.2190520418693793,0.00716,1.0,1479.2439832099774,,,,,,,,
0.05,1.2,115,0.14991056071551428,0.006360000000000001,1.0,1474.1417957194114,,,,,,,,
0.05,1.2,116,0.15708634330925353,0.005960000000000001,1.0,1477.4531341612371,,,,,,,,
0.05,1.2,117,0.1715823873409013,0.0074,0.72,1476.947852165347,,,,,,,,
0.05,1.2,118,0.2361624649859944,0.00756,0.48,1478.346470840802,,,,,,,,
0.05,1.2,119,0.306748545572075,0.006999999999999999,1.0,1476.992504126705,,,,,,,,
0.05,1.3333333333333333,0,0.2949278172807584,0.0067599999999999995,1.0,1476.704548638125,,,,,,,,
0.05,1.3333333333333333,1,0.2108657012062585,0.00732,0.52,1476.4502839263887,,,,,,,,
0.05,1.3333333333333333,2,0.23962160302717575,0.00776,1.0,1479.3935263409703,,,,,,,,
0.05,1.3333333333333333,3,0.08582043343653252,0.0074399999999999996,0.16,1472.697797924481,,,,,,,,
0.05,1.3333333333333333,4,0.1565359477124183,0.00716,1.0,1475.9017843647025,,,,,,,,
0.05,1.3333333333333333,5,0.10603027175782595,0.00728,0.2,1478.8556779842513,,,,,,,,
0.05,1.3333333333333333,6,0.08359133126934984,0.00736,1.0,1477.2074537525339,,,,,,,,
0.05,1.3333333333333333,7,0.13519091847265222,0.006480000000000001,1.0,1478.0909381343713,,,,,,,,
0.05,1.3333333333333333,8,0.14428964568283453,0.0074399999999999996,0.68,1475.7590289740065,,,,,,,,
0.05,1.3333333333333333,9,0.060006879944960435,0.008,0.0,1476.71568333642,,,,,,,,
0.05,1.3333333333333333,10,0.13873409012727897,0.0035200000000000006,1.0,1484.63029871936,,,,,,,,
0.05,1.3333333333333333,11,0.19897292250233428,0.006840000000000001,1.0,1476.0080659486878,,,,,,,,
0.05,1.3333333333333333,12,0.08452700378396973,0.0068,0.04,1478.0919816052776,,,,,,,,
0.05,1.3333333333333333,13,0.11387340901272791,0.00792,0.14,1475.9356226921216,,,,,,,,
0.05,1.3333333333333333,14,0.1656346749226006,0.006599999999999999,1.0,1476.2470391347688,,,,,,,,
0.05,1.3333333333333333,15,0.25941176470588234,0.00736,1.0,1476.618854393663,,,,,,,,
0.05,1.3333333333333333,16,0.18699346405228762,0.0076,0.6,1474.3429353505414,,,,,,,,
0.05,1.3333333333333333,17,0.14968696250429997,0.00628,0.36,1473.9813881727657,,,,,,,,
0.05,1.3333333333333333,18,0.18361344537815125,0.00732,0.8,1475.143972527078,,,,,,,,
0.05,1.3333333333333333,19,0.18381296378200404,0.00772,1.0,1479.6839620224484,,,,,,,,
0.05,1.3333333333333333,20,0.14167526659786722,0.00728,0.72,1476.2808530310222,,,,,,,,
0.05,1.3333333333333333,21,0.15611971104231165,0.00752,0.92,1476.487037004328,,,,,,,,
0.05,1.3333333333333333,22,0.2004712762297901,0.00752,1.0,1476.053965097413,,,,,,,,
0.05,1.3333333333333333,23,0.12847609219126246,0.00772,0.2,1473.8955217776838,,,,,,,,
0.05,1.3333333333333333,24,0.15457516339869282,0.006920000000000001,0.8,1475.6720462427666,,,,,,,,
0.05,1.3333333333333333,25,0.10690746474028208,0.0072,0.44,1475.1631350330242,,,,,,,,
0.05,1.3333333333333333,26,0.10079119367045065,0.0062,1.0,1476.4580753206776,,,,,,,,
0.05,1.3333333333333333,27,0.20509803921568626,0.00816,1.0,1474.325224428173,,,,,,,,
0.05,1.3333333333333333,28,0.08180254557963536,0.005960000000000001,1.0,1476.0583303707456,,,,,,,,
0.05,1.3333333333333333,29,0.11570347437220503,0.006599999999999999,1.0,1478.8320264412373,,,,,,,,
0.05,1.3333333333333333,30,0.37296703296703293,0.004960000000000001,1.0,1471.761213908763,,,,,,,,
