p_s,width,attack,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
0.1,1,mixnet_attribution_oracle,20,0.10839295330410031,0.09988854275397913,3.390528906053146,299.87229786906687,1.962685105332639,12.351438859196344,0.027572328261247215,0.875,0.0,0.875,0.03151123229856825,31.73471575230767
0.1,1,mixnet_attribution_oracle,21,0.09997713937361884,0.10040008515419556,3.384869036901885,297.1828850110493,1.9682719015982002,12.422901007373387,0.022987120858352875,0.875,0.0,0.875,0.026270995266689,38.06479312445297
0.1,1,mixnet_attribution_oracle,22,0.10316460386867264,0.10027836126596179,3.3866450826840846,289.0892314533462,1.9093474994879216,12.01827707549503,0.038399886528882696,0.875,0.0,0.875,0.043885584604437367,22.786525666992887
0.1,1,mixnet_attribution_oracle,23,0.10108745596569153,0.09987015808827913,3.3910398226186405,298.5387501914535,1.8698065956123173,11.400135983385011,0.031229576885968172,0.875,0.0,0.875,0.03569094501253505,28.018311077187477
0.1,1,mixnet_attribution_oracle,24,0.10570520581113801,0.10004942495377958,3.3896147803981007,295.12742130750604,1.8523622131324373,11.487671509650196,0.028276121581509186,0.875,0.0,0.875,0.032315567521724785,30.944837943128498
0.1,1,mixnet_attribution_oracle,25,0.08782973621103117,0.0997950996217011,3.391239787162672,292.32201738609115,1.8078381194209214,11.264369766267098,0.028557622062983994,0.875,0.0,0.875,0.032637282357695994,30.63980600591263
0.1,1,mixnet_attribution_oracle,26,0.10252151592933716,0.09974043916592262,3.3927923833473304,294.61293975539786,1.8174019590369426,11.299092812522263,0.026803385901582304,0.875,0.0,0.875,0.030632441030379775,32.64512935838996
0.1,1,mixnet_attribution_oracle,27,0.1047112462006079,0.1004209424274778,3.3863107442608036,296.34802431610944,1.8216524584568106,11.23970421119812,0.032384328949896235,0.875,0.0,0.875,0.03701066165702427,27.01924135447629
0.1,1,mixnet_attribution_oracle,28,0.10129949084276921,0.10043132324739258,3.383411584200499,296.38559161030474,1.84779690700816,11.222051162687443,0.03446872514277898,0.875,0.0,0.875,0.03939282873460455,25.385331090010098
0.1,1,mixnet_attribution_oracle,29,0.10707224334600761,0.10048634727054315,3.3838987011335577,296.685855513308,1.8443119834992103,11.11990518638626,0.0272593704874849,0.875,0.0,0.875,0.031153566271411314,32.09905380616632
0.1,4,mixnet_attribution,0,0.10100625095288916,0.09969989840784943,3.395391240814553,297.49001372160393,1.8778595429612324,11.371053950028774,0.028407633600574654,0.875,0.0,0.875,0.03246586697208532,30.801580036652535
0.1,4,mixnet_attribution,1,0.11106060606060605,0.09977747312659596,3.3915344378834273,295.34340909090906,1.877960162149975,11.789768257816291,0.02369073039951659,0.875,0.0,0.875,0.027075120456590388,36.934277046091175
0.1,4,mixnet_attribution,2,0.09970317375751579,0.09996152387286185,3.389282547130167,296.82768856077325,1.867640192998806,11.602424328898891,0.02754501207069023,0.875,0.0,0.875,0.03148001379507455,31.7661868419023
0.1,4,mixnet_attribution,3,0.10637157298207996,0.0998705213230342,3.392226979513052,298.8427783734109,1.8566112162952777,11.452951308475367,0.0227621322394274,0.875,0.0,0.875,0.026013865416488455,38.441038422769985
