mix_scale,attack,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
0.0001,mixnet_attribution_oracle,16,0.973858699794223,0.9675727042357433,0.07319175486176528,564.0058684551483,0.31323932032682933,2.2253846283039076,0.029113895854514932,0.00017500000000000003,166.36511916865672,0.0060108753866020765
0.0001,mixnet_attribution_oracle,17,0.9707442777019858,0.9636876024857719,0.07932586903718146,560.8908594815825,0.23809478103066795,1.9382747682051864,0.029694994640221295,0.00017500000000000003,169.68568365840738,0.0058932490852504115
0.0001,mixnet_attribution_oracle,18,0.9718094070782902,0.9644559167681769,0.0786547788134822,566.8955109544967,0.21951434493530542,1.8776462425394835,0.02891527000975031,0.00017500000000000003,165.23011434143032,0.006052165514656772
0.0001,mixnet_attribution_oracle,19,0.9717775586070859,0.9639855511957047,0.07988419471982681,561.4430619831576,0.29085543035762385,2.1597797671921026,0.03135307991215444,0.00017500000000000003,179.1604566408825,0.005581588810104711
0.0001,mixnet_attribution_oracle,20,0.9748160509747402,0.9663557355540077,0.07646644527683902,561.3580368656603,0.2724348686169833,2.0869551366774366,0.03249664502510863,0.00017500000000000003,185.69511442919213,0.005385171295830255
0.0001,mixnet_attribution_oracle,21,0.9689957999236349,0.961281275042114,0.08597341125204143,565.1237113402062,0.2495383195055183,1.9964605931343011,0.028303725132426204,0.00017500000000000003,161.73557218529257,0.006182931722987623
0.0001,mixnet_attribution_oracle,22,0.9726670773021251,0.9643534825886912,0.07948040677491107,569.7711733908222,0.2585264594818,2.029460779215775,0.02950313279433702,0.00017500000000000003,168.58933025335438,0.005931573477972834
0.0001,mixnet_attribution_oracle,23,0.973159509202454,0.9662332880015732,0.07356076626911802,567.5030674846626,0.29641722451196983,2.188157637597302,0.030576074179927106,0.00017500000000000003,174.72042388529772,0.005723429337926116
0.0001,mixnet_attribution_oracle,24,0.9748250684514755,0.9662391299873988,0.07663908853672328,562.849710982659,0.24954474726109765,1.9966778148339086,0.033978063857111405,0.00017500000000000003,194.16036489777943,0.005150381750294274
0.0001,mixnet_attribution_oracle,25,0.9748379129360913,0.9668836273460036,0.07358971946330377,571.1759802408151,0.26007087496691383,2.0355990555837122,0.030136430593641468,0.00017500000000000003,172.20817482080835,0.005806925257994009
0.0001,mixnet_attribution_oracle,26,0.973886562618957,0.9651208965138398,0.07778510001398989,563.4057860677578,0.23224654802470468,1.9049427283739049,0.03039614713723743,0.00017500000000000003,173.69226935564245,0.005757308622368545
0.0001,mixnet_attribution_oracle,27,0.9724868531361939,0.9639338966711769,0.07953760734758766,564.0058684551483,0.2904138001613319,2.1455779613542276,0.03257864357916319,0.00017500000000000003,186.1636775952182,0.005371617132394284
0.0001,mixnet_attribution_oracle,28,0.9737022117503991,0.9650439632773697,0.08001168301997948,562.4653796458159,0.2662102995091118,2.057216516396325,0.029932607555949856,0.00017500000000000003,171.04347174828487,0.005846466923167019
0.0001,mixnet_attribution_oracle,29,0.9520553207837111,0.9386375768854026,0.13126510508139758,568.5912408759124,0.24536361504578963,1.979713573006708,0.03140465473528643,0.00017500000000000003,179.45516991592245,0.0055724223518805035
0.0001,mixnet_attribution_oracle,30,0.9766437986587528,0.9692635209305263,0.06735482025157546,570.4288136899714,0.25445790914818645,2.018307783070268,0.032365699474377285,0.00017500000000000003,184.94685413929875,0.005406958689044894
