entry_assignment,width,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
split,1,26,0.948550398077212,0.9353865833048144,0.14527692218358546,555.8445245606129,0.257598177267937,2.031943744748921,0.030506028275041334,0.00017500000000000003,174.32016157166476,0.005736571094152469
split,1,27,0.9465444826269569,0.9339141850103736,0.14634218535797755,565.1237113402062,0.2753154685779009,2.083212151920958,0.028131509370428347,0.00017500000000000003,160.7514821167334,0.006220782457693466
split,1,28,0.9500454821103699,0.9357269304253993,0.1442314239215922,560.9757428744693,0.2387023738992866,1.9390955308728401,0.033257232042888156,0.00017500000000000003,190.04132595936088,0.005262013380257322
split,1,29,0.9480882575185129,0.9303795855230788,0.15782777644521725,559.1985794166541,0.23276978475041687,1.9262227514809422,0.030179653558077498,0.00017500000000000003,172.45516318901426,0.005798608644172517
split,1,30,0.9496292899182145,0.9358940427069559,0.14347368633802898,565.641137353818,0.206724059273256,1.8220110976538328,0.03181256314140964,0.00017500000000000003,181.78607509376937,0.005500971399950065
split,1,31,0.9459170422427622,0.9320156551857529,0.15097640747043767,565.2960812772134,0.26705223994213156,2.074116391410671,0.034490410945329536,0.00017500000000000003,197.08806254474018,0.005073874018995919
split,1,32,0.9619395600213139,0.951435149456778,0.1100342244338025,563.3201644211007,0.2560844123363495,2.0169117362424562,0.029718659283786236,0.00017500000000000003,169.82091019306418,0.005888556355416601
split,1,33,0.9484169065293138,0.9335630552049872,0.1495490107923848,560.5515830934706,0.22655526755261235,1.9169223388364027,0.03238059691490043,0.00017500000000000003,185.03198237085957,0.005404471092979484
split,1,34,0.9471412343809164,0.9327795435059824,0.15072711357973542,560.4244604316547,0.23023139958968386,1.9093908867621177,0.03052881569551209,0.00017500000000000003,174.4503754029262,0.005732289183616318
split,1,35,0.9522611149241211,0.9386875555359557,0.13678633903720566,564.3493479752917,0.18396804516669363,1.7232628848103437,0.0330769484930004,0.00017500000000000003,189.01113424571653,0.005290693609086484
split,1,36,0.9514048825426071,0.9381804586075477,0.13673761713912916,568.1119299861815,0.24137950321892276,1.9578499178886513,0.03160166808832846,0.00017500000000000003,180.58096050473404,0.005537682362553301
split,1,37,0.9446824789594491,0.9307047942885945,0.1504254800392601,566.2027543993879,0.205511202046182,1.8125877622467765,0.02972421541260313,0.00017500000000000003,169.85265950058928,0.00588745565091685
split,1,38,0.9489717618170657,0.9341748981206985,0.14506431330712913,567.8508287292817,0.1901198783016298,1.7450235432190682,0.031209749560232494,0.00017500000000000003,178.34142605847137,0.0056072221810771995
split,1,39,0.94397206194959,0.9287837120156421,0.1614784786451426,561.8259945338597,0.23323620329028927,1.9318704087183256,0.03152518548240511,0.00017500000000000003,180.1439170423149,0.005551117220156288
split,1,40,0.9493347365255957,0.9343830840535259,0.14728951328169343,556.3033150417199,0.27138216217281297,2.0790856368491752,0.03285234157737051,0.00017500000000000003,187.7276661564029,0.005326865349547695
split,1,41,0.9524641202824816,0.9376525931494366,0.1425220188864529,561.953755030754,0.24654728721361607,1.9762016925892998,0.030690428708936363,0.00017500000000000003,175.3738783367792,0.005702103468793968
split,1,42,0.94934898773237,0.9344547933141539,0.14596257097481752,556.9720027094152,0.19802138468367048,1.7853902762002352,0.031295826965751034,0.00017500000000000003,178.83329694714874,0.00559179983297816
split,1,43,0.9452487294008932,0.930454080846082,0.1588743953553388,569.8587709841368,0.24579974534572102,1.9709910367753483,0.030963321137592276,0.00017500000000000003,176.9332636433844,0.005651848495913902
split,1,44,0.948795867203525,0.9313755899953263,0.15511248789156568,562.2094507331155,0.24915598466759548,1.9813614562827717,0.032681739483672125,0.00017500000000000003,186.75279704955497,0.005354672143061126
split,1,45,0.9394843546782955,0.9263819047195561,0.16203474022582068,566.1595134266697,0.23043740729917772,1.918801186440663,0.03250378396563051,0.00017500000000000003,185.73590837503144,0.005383988528383187
split,1,46,0.9483015494636472,0.9334281998242061,0.14982739150485483,551.2979737783076,0.21839609352173284,1.8876027867361136,0.02953562738489257,0.00017500000000000003,168.77501362795752,0.005925047662590444
split,1,47,0.9479804161566707,0.9341462075969506,0.14537034290981174,566.1162790697674,0.28748858100152574,2.147442762468474,0.030591009129119964,0.00017500000000000003,174.80576645211406,0.005720635081417283
split,1,48,0.9505519431422955,0.9359279851259714,0.14434164854258646,559.5362165431725,0.26490775018464774,2.0543680137748463,0.028029141925775023,0.00017500000000000003,160.16652529014297,0.00624350186899848
split,1,49,0.9476800839517278,0.9316571008762097,0.15196093263424137,554.7216100742073,0.35691795116872527,2.4032175637635773,0.030615505172797604,0.00017500000000000003,174.9457438445577,0.005716057893289003
split,2,0,0.9018170941449188,0.8739929979112534,0.2864345649928908,553.3966200553353,0.25690374290570617,2.0206909204184056,0.032745906438709435,0.00017500000000000003,187.1194653640539,0.005344179442018128
split,2,1,0.8942425167990226,0.8653119635133407,0.31136955814849004,565.0806353084912,0.2740637020615395,2.079466126140756,0.03196474327564638,0.00017500000000000003,182.65567586083642,0.005474781964957334
split,2,2,0.9272432682663375,0.9062500927808034,0.20837373287333236,570.9560219118895,0.27823795584845357,2.1033093343733102,0.031581327518791315,0.00017500000000000003,180.4647286788075,0.005541249014813347
split,2,3,0.925514935015581,0.9021645732072862,0.22611568391744208,562.4653796458159,0.28286329767433926,2.129982318760993,0.03050767867046018,0.00017500000000000003,174.32959240262957,0.005736260758818341
split,2,4,0.8977125921422601,0.8685924220389296,0.30156779302457704,562.3800440762976,0.2610609738912899,2.0522896672210402,0.03152830973366478,0.00017500000000000003,180.16176990665585,0.005550567140398948
