T,seed,machine,K,tau_a_ns,tau_b_ns,c_mem_bytes,P_mem,dp_intercept_s,dp_slope_s,dpw_c0_s,dpw_c1_s,dpw_c2_s,dpw_c3_s,dpw_w_max
388800,0,"Intel i7-12800H (14 cores / 20 threads, 16 GB)",264092.0,11.016116171078368,13.348333054699403,65.13994230031697,979.3613643573876,0.044443260387886555,0.0008468410738700088,0.0023497948007767332,0.011473413605512005,2.1329004796291204e-05,1.0597573944965976e-05,96.0
