measure,series_col,x_col,N,T,f,paired,stake_draws,table_hash,series_val,x_val,rep,theory,sim,theory_sem
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.01,-1,0.9435286942686383,,0.006588582999079921
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.025,-1,0.9146309730562345,,0.007970670264901092
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.05,-1,0.8789519509845334,,0.009370677840757197
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.075,-1,0.8503137460322,,0.010420622089691094
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.1,-1,0.8252760983956772,,0.011307698883181182
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.125,-1,0.8023511617100411,,0.012081321819957724
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.15,-1,0.780777222310594,,0.012765692816586714
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.175,-1,0.7601295193232674,,0.01337825274247247
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.2,-1,0.7401560288952354,,0.013931877740257864
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.01,-1,0.707756662302622,,0.012945616471325203
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.025,-1,0.5734327714999605,,0.014641966087704997
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.05,-1,0.43395919504090785,,0.014649259331199205
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.075,-1,0.34465026939905713,,0.013660012755769179
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.1,-1,0.2827772117671803,,0.012477914302443775
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.125,-1,0.23775072151880777,,0.011356601266776584
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.15,-1,0.2037774632787838,,0.01036928193396262
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.175,-1,0.1773867034738889,,0.009521144871203108
stake_top1_hit,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.2,-1,0.15637955039911514,,0.008795396022259795
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.01,-1,0.13647527835387005,,0.0011026031234118135
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.025,-1,0.09167949075429671,,0.0006656055846185568
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.05,-1,0.0666072575445801,,0.0004275483869493493
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.075,-1,0.05473013320985808,,0.00031883029847746137
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.1,-1,0.04733522456012436,,0.00025330719960627734
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.125,-1,0.04212987465327082,,0.0002091413749307046
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.15,-1,0.03816453380750843,,0.0001765863441223856
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.175,-1,0.03499959811957083,,0.00015200110350080398
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,1.3333333333333333,0.2,-1,0.03238448493357207,,0.00013171042393762188
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.01,-1,0.16180886714053,,0.00013848775711497384
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.025,-1,0.10367438787817364,,6.845663170126306e-05
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.05,-1,0.07290367943209092,,3.630989989030296e-05
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.075,-1,0.05889795762832541,,2.4178278224473633e-05
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.1,-1,0.050388838510769404,,1.8194664027051676e-05
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.125,-1,0.044468686814292384,,1.3801931086271169e-05
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.15,-1,0.04004161043715656,,1.082266015814247e-05
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.175,-1,0.03653679898029711,,8.815946656305416e-06
stake_confidence,shape,p_s,100,388800,0.03333333333333333,False,400,,3.0,0.2,-1,0.03366572421340272,,7.244256318565437e-06
