"# Cardano pool active stake (lovelace), Koios /pool_history at epoch 638, retrieved 2026-08-23"
active_stake_lovelace
113276643206363
112664347600926
103670770940278
89243220577097
84619253070100
84512488589335
84077170195624
78409615898899
77545972107092
77192550749680
76863861983253
76814807482484
76359512065514
76331746457010
76329834422770
76322336618463
76313015863558
76301500320156
76301499880772
76301499726481
76271596039286
76031421980447
75995142886614
75910604182460
75762201042813
75684421519053
75596168350119
75593928336804
75529371928594
75526238985066
75437453174857
75381861993700
75265969501056
75072652973139
74755654051612
74376306410030
74034066109946
74031744057640
74031356715786
74027872428617
74027485749215
74024001452588
73250807254359
72877874197421
72354322221678
71994931427646
71827737581307
70964692045172
70961013608199
70899597340243
70785484441506
70697852289584
70536834120491
70523652153024
70517940927642
70337318968435
70197182426692
70188654304629
70112906007731
70085018618547
70082372190577
70072438348882
70058104941820
70051238005941
70042595916194
70036063719879
70031735565747
70028304689121
70026268411865
70023886786871
70023706892537
70022528251843
70022350678765
70020973469964
70019481211995
70019087400794
70019082984865
70000010907070
69839370328607
69827200155557
69723577107238
69615140757864
69492754081869
68975307078329
68896256603967
68817699976971
68735611110841
68347151103253
68020249402143
67882733408662
67585979321908
67306618713004
67074133263911
66697539120260
66329680977786
65964510505555
65868844768265
65717399077912
65606788760521
65468710420336
65204389982998
64828000138058
64714729208516
64309729258125
64128445133718
63838349012798
63735618365992
63406207191575
62323059692785
62263371151530
61911107085386
61763849666237
61323257597168
61186140971105
60982209433451
60721283310398
60720263472387
60219968893211
60015318296404
60000074616946
59962746948158
59384728380198
59111774144014
58850448432903
58826278994433
58790070340505
58709608057430
58552376412309
57794555790379
57470899425746
57455699230737
57350805449227
57207401595796
57000082283388
56773652047454
56222338935817
55504506418783
55433650361483
55433110616364
55312752892701
55277484401670
55037181019213
54975408983572
54629264107418
54333231328165
54247894229081
53880135083156
53601597745987
53397574940488
53298197305599
53295793568192
53001204531931
52657535041456
52618519779180
52093045149692
51872694449808
51660286189840
51310167586442
51247470039107
50815163735310
50778993826760
50773923831545
50632387114032
50551519071334
50339568236027
50006984890733
50000403921781
50000242227199
50000214398811
50000075643364
49875717786919
49783536306503
49652058602461
49632699576546
48201567468343
48037604404521
47736308730493
47161080104235
47041993163034
46828863866666
46008265829602
45752933847307
45632110930539
45373856063934
44538322149057
44451510356431
44402332289134
44292447829011
44096221547584
44074779083775
43808869995186
43668106597526
43427704680356
43417863127309
43264133193515
42772437365698
42545318940956
42452335989484
41931042283707
41895802464857
41743229484353
41742503925373
41504317877651
41234301551717
41186340152146
40448873117274
40098270544919
40027086489921
39807433040855
39729091380597
39362065024265
39306450338748
39186144642256
39000010227526
38859142028615
38088268177202
38083696527920
38082096976797
37950747924797
37933655799855
36777867790821
36673096339518
36637219695367
36602875423665
36587899871003
36499148139861
35896429043019
35877613261882
35811521741738
35784080652747
35228521812897
35218594591552
35212899698739
35019728553466
35019442019864
35015092676663
35010694228964
35010545968878
35010487135674
35009953562117
34999022139970
34725383534768
34709717829190
34703771333426
34648540531359
34491646997103
34236241871064
34194942337609
34178250852439
34069945833029
33947951552905
33873731809889
33775208144910
33715339749631
33643822326498
33619242559402
33312729920894
33223745765476
32814602586346
32726462207723
32505345835921
32487504279529
32377573920446
32354402935455
32323630025453
32259973367967
32257733534811
32241561346355
32232521192464
32219887957975
32213155681070
32211159140241
32207298547288
32163548296106
32163262050519
32150058406385
32128618402823
32095362139254
32078083851428
32069230733201
31836685839823
31627511955176
31505992460963
